Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
solar resource,OpenAIRE,solar resource,OpenAlex,1.0,1,1,1,1.0
solar resource,OpenAlex,solar resource,OpenAIRE,1.0,1,1,1,1.0
cognitive science of religion,OpenAIRE,history of psychology,OpenAlex,0.9410772004291544,1,1,1,1.0
history of psychology,OpenAlex,cognitive science of religion,OpenAIRE,0.9410772004291544,1,1,1,1.0
model-driven architecture,OpenAIRE,model-driven architecture,OpenAlex,1.0,3,4,3,0.75
model-driven architecture,OpenAlex,model-driven architecture,OpenAIRE,1.0,4,3,3,0.75
peering,OpenAIRE,peering,OpenAlex,1.0,1,1,1,1.0
ip hijacking,OpenAIRE,ip forwarding,OpenAlex,0.953426436325043,1,1,1,1.0
routing table,OpenAIRE,routing table,OpenAlex,1.0,3,2,2,0.6666666666666666
border gateway protocol,OpenAlex,route views,OpenAIRE,0.5416711990253643,3,2,2,0.6666666666666666
ip forwarding,OpenAlex,ip hijacking,OpenAIRE,0.953426436325043,1,1,1,1.0
peering,OpenAlex,peering,OpenAIRE,1.0,1,1,1,1.0
lie detection,OpenAIRE,lie detection,OpenAlex,1.0,3,3,3,1.0
lie detection,OpenAlex,lie detection,OpenAIRE,1.0,3,3,3,1.0
family resilience,OpenAIRE,family resilience,OpenAlex,1.0,3,2,2,0.6666666666666666
family resilience,OpenAlex,family resilience,OpenAIRE,1.0,2,3,2,0.6666666666666666
continuous analysis,OpenAIRE,impact,OpenAlex,0.5213600107658086,1,1,1,1.0
impact,OpenAlex,continuous analysis,OpenAIRE,0.5213600107658086,1,1,1,1.0
social force model,OpenAIRE,social force model,OpenAlex,1.0,2,3,2,0.6666666666666666
exit strategy,OpenAIRE,exit strategy,OpenAlex,1.0,1,1,1,1.0
exit strategy,OpenAlex,exit strategy,OpenAIRE,1.0,1,1,1,1.0
coupling coefficient of resonators,OpenAIRE,coupling coefficient of resonators,OpenAlex,1.0,3,2,2,0.6666666666666666
interactome,OpenAIRE,interactome,OpenAlex,1.0,1,1,1,1.0
interactome,OpenAlex,interactome,OpenAIRE,1.0,1,1,1,1.0
transcendence (philosophy),OpenAIRE,transcendence (philosophy),OpenAlex,1.0,1,1,1,1.0
transcendence (philosophy),OpenAlex,transcendence (philosophy),OpenAIRE,1.0,1,1,1,1.0
fuel poverty,OpenAIRE,energy poverty,OpenAlex,0.7885162329793919,1,1,1,1.0
energy poverty,OpenAIRE,energy poverty,OpenAlex,1.0,1,1,1,1.0
energy poverty,OpenAlex,fuel poverty,OpenAIRE,0.7885162329793919,1,1,1,1.0
energy poverty,OpenAlex,energy poverty,OpenAIRE,1.0,1,1,1,1.0
arid,OpenAIRE,arid,OpenAlex,1.0,2,2,2,1.0
sorghum,OpenAIRE,sorghum,OpenAlex,1.0,1,1,1,1.0
soil salinity,OpenAIRE,soil salinity,OpenAlex,1.0,3,2,2,0.6666666666666666
soil salinity,OpenAlex,soil salinity,OpenAIRE,1.0,2,3,2,0.6666666666666666
sorghum,OpenAlex,sorghum,OpenAIRE,1.0,1,1,1,1.0
arid,OpenAlex,arid,OpenAIRE,1.0,2,2,2,1.0
barium titanate,OpenAIRE,barium titanate,OpenAlex,1.0,1,1,1,1.0
dispersity,OpenAIRE,dispersity,OpenAlex,1.0,2,3,2,0.6666666666666666
dispersity,OpenAlex,dispersity,OpenAIRE,1.0,3,2,2,0.6666666666666666
barium titanate,OpenAlex,barium titanate,OpenAIRE,1.0,1,1,1,1.0
lacunarity,OpenAIRE,lacunarity,OpenAlex,1.0,3,3,3,1.0
lacunarity,OpenAlex,lacunarity,OpenAIRE,1.0,3,3,3,1.0
hermite interpolation,OpenAIRE,birkhoff interpolation,OpenAlex,1.0000000156129605,1,1,1,1.0
birkhoff interpolation,OpenAlex,hermite interpolation,OpenAIRE,1.0000000156129605,1,1,1,1.0
diastereomer,OpenAIRE,diastereomer,OpenAlex,1.0,1,1,1,1.0
diastereomer,OpenAlex,diastereomer,OpenAIRE,1.0,1,1,1,1.0
smolt timing,OpenAIRE,chinook wind,OpenAlex,0.6582569131760511,1,1,1,1.0
chinook wind,OpenAIRE,chinook wind,OpenAlex,1.0,1,1,1,1.0
chinook wind,OpenAlex,chinook wind,OpenAIRE,1.0,1,1,1,1.0
chinook wind,OpenAlex,smolt timing,OpenAIRE,0.6582569131760511,1,1,1,1.0
angular distance,OpenAIRE,heat wave,OpenAlex,0.4232925941577851,1,1,1,1.0
angular distance,OpenAIRE,mean radiant temperature,OpenAlex,0.5621768665493609,1,1,1,1.0
mean radiant temperature,OpenAlex,angular distance,OpenAIRE,0.5621768665493609,1,1,1,1.0
heat wave,OpenAlex,angular distance,OpenAIRE,0.4232925941577851,1,1,1,1.0
direct numerical simulation,OpenAIRE,direct numerical simulation,OpenAlex,1.0,1,1,1,1.0
direct numerical simulation,OpenAlex,direct numerical simulation,OpenAIRE,1.0,1,1,1,1.0
scanning electrochemical microscopy,OpenAIRE,scanning electrochemical microscopy,OpenAlex,1.0,1,1,1,1.0
faradaic current,OpenAIRE,faradaic current,OpenAlex,1.0,1,1,1,1.0
scanning electrochemical microscopy,OpenAlex,scanning electrochemical microscopy,OpenAIRE,1.0,1,1,1,1.0
faradaic current,OpenAlex,faradaic current,OpenAIRE,1.0,1,1,1,1.0
financial distress,OpenAIRE,financial distress,OpenAlex,1.0,2,3,2,0.6666666666666666
financial distress,OpenAlex,financial distress,OpenAIRE,1.0,3,2,2,0.6666666666666666
melanocytes,OpenAIRE,melanin,OpenAlex,0.5765651241135883,3,2,2,0.6666666666666666
melanin,OpenAIRE,melanin,OpenAlex,1.0,3,2,2,0.6666666666666666
feather,OpenAIRE,feather,OpenAlex,1.0,1,1,1,1.0
melanin,OpenAlex,melanin,OpenAIRE,1.0,2,3,2,0.6666666666666666
feather,OpenAlex,feather,OpenAIRE,1.0,1,1,1,1.0
subiculum,OpenAIRE,subiculum,OpenAlex,1.0,3,4,3,0.75
subiculum,OpenAlex,subiculum,OpenAIRE,1.0,4,3,3,0.75
structural pattern,OpenAIRE,design pattern,OpenAlex,0.8567546642597207,1,1,1,1.0
design pattern,OpenAlex,structural pattern,OpenAIRE,0.8567546642597207,1,1,1,1.0
boundary value problems/boundary conditions,OpenAIRE,parametric programming,OpenAlex,0.6788036733376983,1,1,1,1.0
fuzzy linear programming problem,OpenAIRE,parametric programming,OpenAlex,0.8284865631591162,1,1,1,1.0
parametric programming,OpenAlex,boundary value problems/boundary conditions,OpenAIRE,0.6788036733376983,1,1,1,1.0
parametric programming,OpenAlex,fuzzy linear programming problem,OpenAIRE,0.8284865631591162,1,1,1,1.0
human echolocation,OpenAIRE,human echolocation,OpenAlex,1.0,3,2,2,0.6666666666666666
human echolocation,OpenAlex,human echolocation,OpenAIRE,1.0,2,3,2,0.6666666666666666
glycoconjugate,OpenAIRE,glycoconjugate,OpenAlex,1.0,1,1,1,1.0
glycoconjugate,OpenAlex,glycoconjugate,OpenAIRE,1.0,1,1,1,1.0
fredholm theory,OpenAIRE,fredholm theory,OpenAlex,1.0,1,1,1,1.0
fredholm theory,OpenAlex,fredholm theory,OpenAIRE,1.0,1,1,1,1.0
blood pressure monitoring,OpenAIRE,continuous monitoring,OpenAlex,0.7415953006581935,1,1,1,1.0
continuous monitoring,OpenAlex,blood pressure monitoring,OpenAIRE,0.7415953006581935,1,1,1,1.0
volunteer,OpenAIRE,volunteer,OpenAlex,1.0,2,2,2,1.0
volunteer,OpenAlex,volunteer,OpenAIRE,1.0,2,2,2,1.0
relative purchasing power parity,OpenAIRE,relative purchasing power parity,OpenAlex,1.0,1,1,1,1.0
random walk hypothesis,OpenAIRE,random walk hypothesis,OpenAlex,1.0,1,1,1,1.0
relative purchasing power parity,OpenAlex,relative purchasing power parity,OpenAIRE,1.0,1,1,1,1.0
random walk hypothesis,OpenAlex,random walk hypothesis,OpenAIRE,1.0,1,1,1,1.0
swot analysis,OpenAIRE,swot analysis,OpenAlex,1.0,2,2,2,1.0
swot analysis,OpenAlex,swot analysis,OpenAIRE,1.0,2,2,2,1.0
earnings growth,OpenAIRE,earnings growth,OpenAlex,1.0,1,1,1,1.0
dividend payout ratio,OpenAIRE,dividend payout ratio,OpenAlex,1.0,1,1,1,1.0
dividend payout ratio,OpenAlex,dividend payout ratio,OpenAIRE,1.0,1,1,1,1.0
earnings growth,OpenAlex,earnings growth,OpenAIRE,1.0,1,1,1,1.0
cerium,OpenAIRE,cerium,OpenAlex,1.0,1,1,1,1.0
cerium,OpenAlex,cerium,OpenAIRE,1.0,1,1,1,1.0
ripening,OpenAIRE,cheese ripening,OpenAlex,0.730529502036573,2,3,2,0.6666666666666666
cheese ripening,OpenAIRE,cheese ripening,OpenAlex,1.0,2,3,2,0.6666666666666666
casein,OpenAIRE,casein,OpenAlex,1.0,3,2,2,0.6666666666666666
ripening,OpenAIRE,ripening,OpenAlex,1.0,2,3,2,0.6666666666666666
cheese ripening,OpenAIRE,ripening,OpenAlex,0.730529502036573,2,3,2,0.6666666666666666
ripening,OpenAlex,cheese ripening,OpenAIRE,0.730529502036573,3,2,2,0.6666666666666666
cheese ripening,OpenAlex,cheese ripening,OpenAIRE,1.0,3,2,2,0.6666666666666666
casein,OpenAlex,casein,OpenAIRE,1.0,2,3,2,0.6666666666666666
psychological control,OpenAIRE,psychological control,OpenAlex,1.0,2,2,2,1.0
psychological control,OpenAlex,psychological control,OpenAIRE,1.0,2,2,2,1.0
tonic (physiology),OpenAIRE,tonic (physiology),OpenAlex,1.0,2,2,2,1.0
shunting inhibition,OpenAIRE,shunting,OpenAlex,0.8623230222346397,1,1,1,1.0
tonic (physiology),OpenAlex,tonic (physiology),OpenAIRE,1.0,2,2,2,1.0
shunting,OpenAlex,shunting inhibition,OpenAIRE,0.8623230222346397,1,1,1,1.0
separation logic,OpenAIRE,separation logic,OpenAlex,1.0,1,1,1,1.0
separation logic,OpenAlex,separation logic,OpenAIRE,1.0,1,1,1,1.0
perceived injustice,OpenAIRE,injustice,OpenAlex,0.8615810819010515,1,1,1,1.0
injustice,OpenAlex,perceived injustice,OpenAIRE,0.8615810819010515,1,1,1,1.0
nonlinear elliptic parabolic equations,OpenAIRE,jacobi elliptic functions,OpenAlex,0.8662068593478879,1,1,1,1.0
jacobi elliptic functions,OpenAlex,nonlinear elliptic parabolic equations,OpenAIRE,0.8662068593478879,1,1,1,1.0
operational acceptance testing,OpenAIRE,system integration testing,OpenAlex,0.8990947929929797,1,1,1,1.0
development testing,OpenAIRE,system integration testing,OpenAlex,0.8999411982051817,1,1,1,1.0
system and acceptance testing,OpenAIRE,system integration testing,OpenAlex,0.9504020425563624,1,1,1,1.0
system integration testing,OpenAlex,system and acceptance testing,OpenAIRE,0.9504020425563624,1,1,1,1.0
system integration testing,OpenAlex,development testing,OpenAIRE,0.8999411982051817,1,1,1,1.0
system integration testing,OpenAlex,operational acceptance testing,OpenAIRE,0.8990947929929797,1,1,1,1.0
snow cover,OpenAIRE,snow cover,OpenAlex,1.0,2,3,2,0.6666666666666666
snow,OpenAlex,snow,OpenAIRE,1.0,9,6,6,0.6666666666666666
snow cover,OpenAlex,snow cover,OpenAIRE,1.0,3,2,2,0.6666666666666666
rician fading,OpenAIRE,rician fading,OpenAlex,1.0,2,2,2,1.0
rician fading,OpenAlex,rician fading,OpenAIRE,1.0,2,2,2,1.0
banyan,OpenAIRE,banyan,OpenAlex,1.0,1,1,1,1.0
banyan,OpenAlex,banyan,OpenAIRE,1.0,1,1,1,1.0
morale hazard,OpenAIRE,morale hazard,OpenAlex,1.0,1,1,1,1.0
morale hazard,OpenAlex,morale hazard,OpenAIRE,1.0,1,1,1,1.0
curvilinear coordinates,OpenAIRE,curvilinear coordinates,OpenAlex,1.0,2,3,2,0.6666666666666666
electron spectroscopy,OpenAIRE,electron spectroscopy,OpenAlex,1.0,3,2,2,0.6666666666666666
vacuum level,OpenAIRE,fermi level,OpenAlex,0.8766315865611307,1,1,1,1.0
fermi level,OpenAlex,vacuum level,OpenAIRE,0.8766315865611307,1,1,1,1.0
holliday junction,OpenAIRE,holliday junction,OpenAlex,1.0,1,1,1,1.0
heteroduplex,OpenAIRE,heteroduplex,OpenAlex,1.0,1,1,1,1.0
chromosomal crossover,OpenAIRE,meiosis,OpenAlex,0.8668258065983676,3,2,2,0.6666666666666666
chromosomal crossover,OpenAIRE,chromosomal crossover,OpenAlex,1.0,3,2,2,0.6666666666666666
meiotic recombination checkpoint,OpenAIRE,homologous recombination,OpenAlex,0.9032056916973564,1,1,1,1.0
meiosis,OpenAlex,chromosomal crossover,OpenAIRE,0.8668258065983676,2,3,2,0.6666666666666666
chromosomal crossover,OpenAlex,chromosomal crossover,OpenAIRE,1.0,2,3,2,0.6666666666666666
holliday junction,OpenAlex,holliday junction,OpenAIRE,1.0,1,1,1,1.0
homologous recombination,OpenAlex,meiotic recombination checkpoint,OpenAIRE,0.9032056916973564,1,1,1,1.0
heteroduplex,OpenAlex,heteroduplex,OpenAIRE,1.0,1,1,1,1.0
bacteremia,OpenAIRE,bacteremia,OpenAlex,1.0,1,1,1,1.0
blood component transfusion,OpenAIRE,blood culture,OpenAlex,0.8095874444544378,1,1,1,1.0
blood culture,OpenAIRE,blood culture,OpenAlex,1.0,1,1,1,1.0
blood culture,OpenAlex,blood component transfusion,OpenAIRE,0.8095874444544378,1,1,1,1.0
blood culture,OpenAlex,blood culture,OpenAIRE,1.0,1,1,1,1.0
bacteremia,OpenAlex,bacteremia,OpenAIRE,1.0,1,1,1,1.0
automated guided vehicle,OpenAIRE,automated guided vehicle,OpenAlex,1.0,2,3,2,0.6666666666666666
automated guided vehicle,OpenAlex,automated guided vehicle,OpenAIRE,1.0,3,2,2,0.6666666666666666
place of articulation,OpenAIRE,manner of articulation,OpenAlex,0.9384696323602696,3,2,2,0.6666666666666666
manner of articulation,OpenAlex,place of articulation,OpenAIRE,0.9384696323602696,2,3,2,0.6666666666666666
precambrian,OpenAIRE,precambrian,OpenAlex,1.0,1,1,1,1.0
geologic record,OpenAIRE,geologic record,OpenAlex,1.0,1,1,1,1.0
atmospheric oxygen,OpenAIRE,atmospheric oxygen,OpenAlex,1.0,1,1,1,1.0
atmospheric oxygen,OpenAlex,atmospheric oxygen,OpenAIRE,1.0,1,1,1,1.0
geologic record,OpenAlex,geologic record,OpenAIRE,1.0,1,1,1,1.0
precambrian,OpenAlex,precambrian,OpenAIRE,1.0,1,1,1,1.0
electron correlation,OpenAIRE,density matrix renormalization group,OpenAlex,0.7933180574564054,1,1,1,1.0
density matrix renormalization group,OpenAIRE,density matrix renormalization group,OpenAlex,1.0,1,1,1,1.0
density matrix renormalization group,OpenAlex,density matrix renormalization group,OpenAIRE,1.0,1,1,1,1.0
density matrix renormalization group,OpenAlex,electron correlation,OpenAIRE,0.7933180574564054,1,1,1,1.0
great recession,OpenAIRE,recession,OpenAlex,0.7571596567314441,2,3,2,0.6666666666666666
zero lower bound,OpenAIRE,zero lower bound,OpenAlex,1.0,1,1,1,1.0
zero lower bound,OpenAlex,zero lower bound,OpenAIRE,1.0,1,1,1,1.0
recession,OpenAlex,great recession,OpenAIRE,0.7571596567314441,3,2,2,0.6666666666666666
architecture domain,OpenAIRE,architecture domain,OpenAlex,1.0,2,2,2,1.0
architecture domain,OpenAIRE,enterprise architecture framework,OpenAlex,0.8186504228995644,2,2,2,1.0
enterprise architecture framework,OpenAlex,architecture domain,OpenAIRE,0.8186504228995644,2,2,2,1.0
architecture domain,OpenAlex,architecture domain,OpenAIRE,1.0,2,2,2,1.0
formability,OpenAIRE,formability,OpenAlex,1.0,1,1,1,1.0
formability,OpenAlex,formability,OpenAIRE,1.0,1,1,1,1.0
the impact of entrepreneurship education on entrepreneurial attitudes,OpenAIRE,entrepreneurship education,OpenAlex,0.7367927613144142,1,1,1,1.0
entrepreneurship education,OpenAIRE,entrepreneurship education,OpenAlex,1.0,1,1,1,1.0
entrepreneurship education,OpenAlex,the impact of entrepreneurship education on entrepreneurial attitudes,OpenAIRE,0.7367927613144142,1,1,1,1.0
entrepreneurship education,OpenAlex,entrepreneurship education,OpenAIRE,1.0,1,1,1,1.0
hox gene,OpenAIRE,hox gene,OpenAlex,1.0,1,1,1,1.0
fgf8,OpenAIRE,fgf8,OpenAlex,1.0,1,1,1,1.0
fgf8,OpenAlex,fgf8,OpenAIRE,1.0,1,1,1,1.0
hox gene,OpenAlex,hox gene,OpenAIRE,1.0,1,1,1,1.0
infectious diseases/neglected tropical diseases,OpenAIRE,teleradiology,OpenAlex,0.5813915086470769,1,1,1,1.0
teleradiology,OpenAlex,infectious diseases/neglected tropical diseases,OpenAIRE,0.5813915086470769,1,1,1,1.0
underwater acoustic communication,OpenAIRE,underwater acoustic communication,OpenAlex,1.0,2,3,2,0.6666666666666666
underwater acoustic communication,OpenAlex,underwater acoustic communication,OpenAIRE,1.0,3,2,2,0.6666666666666666
umbrella sampling,OpenAIRE,umbrella sampling,OpenAlex,1.0,5,7,5,0.7142857142857143
umbrella sampling,OpenAlex,umbrella sampling,OpenAIRE,1.0,7,5,5,0.7142857142857143
decibel,OpenAIRE,decibel,OpenAlex,1.0,2,3,2,0.6666666666666666
decibel,OpenAlex,decibel,OpenAIRE,1.0,3,2,2,0.6666666666666666
superstring theory,OpenAIRE,superstring theory,OpenAlex,1.0,1,1,1,1.0
moduli space,OpenAIRE,moduli space,OpenAlex,1.0,3,2,2,0.6666666666666666
superstring theory,OpenAlex,superstring theory,OpenAIRE,1.0,1,1,1,1.0
moduli space,OpenAlex,moduli space,OpenAIRE,1.0,2,3,2,0.6666666666666666
hepatocellular carcinoma,OpenAIRE,hepatocellular carcinoma,OpenAlex,1.0,2,2,2,1.0
hepatocellular carcinoma,OpenAlex,hepatocellular carcinoma,OpenAIRE,1.0,2,2,2,1.0
differential inclusions,OpenAIRE,liapunov function,OpenAlex,0.7640765329738111,1,1,1,1.0
stabilization,OpenAIRE,liapunov function,OpenAlex,0.805323669146921,1,1,1,1.0
liapunov function,OpenAlex,differential inclusions,OpenAIRE,0.7640765329738111,1,1,1,1.0
liapunov function,OpenAlex,stabilization,OpenAIRE,0.805323669146921,1,1,1,1.0
brittle fracture,OpenAIRE,brittle fracture,OpenAlex,1.0,1,1,1,1.0
brittle fracture,OpenAlex,brittle fracture,OpenAIRE,1.0,1,1,1,1.0
triple helix,OpenAIRE,triple helix,OpenAlex,1.0,1,1,1,1.0
triple helix,OpenAlex,triple helix,OpenAIRE,1.0,1,1,1,1.0
creative city,OpenAIRE,creative industries,OpenAlex,0.7064735037702043,1,1,1,1.0
creative class; creative city; cultural industries; urban regeneration,OpenAIRE,creative industries,OpenAlex,0.7030721340073742,1,1,1,1.0
creative cities,OpenAIRE,creative industries,OpenAlex,0.8492268425988482,1,1,1,1.0
creative industries,OpenAIRE,creative industries,OpenAlex,1.0,1,1,1,1.0
creative industries,OpenAlex,creative class; creative city; cultural industries; urban regeneration,OpenAIRE,0.7030721340073742,1,1,1,1.0
creative industries,OpenAlex,creative industries,OpenAIRE,1.0,1,1,1,1.0
creative industries,OpenAlex,creative city,OpenAIRE,0.7064735037702043,1,1,1,1.0
creative industries,OpenAlex,creative cities,OpenAIRE,0.8492268425988482,1,1,1,1.0
maternal welfare,OpenAIRE,reproductive health,OpenAlex,0.6923434896102524,1,1,1,1.0
reproductive health,OpenAlex,maternal welfare,OpenAIRE,0.6923434896102524,1,1,1,1.0
chin,OpenAIRE,chin,OpenAlex,1.0,1,1,1,1.0
wrinkle,OpenAlex,wrinkle,OpenAIRE,1.0,3,2,2,0.6666666666666666
chin,OpenAlex,chin,OpenAIRE,1.0,1,1,1,1.0
hot jupiter,OpenAIRE,hot jupiter,OpenAlex,1.0,1,1,1,1.0
hot jupiter,OpenAlex,hot jupiter,OpenAIRE,1.0,1,1,1,1.0
e-learning platform,OpenAIRE,computer-assisted web interviewing,OpenAlex,0.6706300437162469,1,1,1,1.0
computer-assisted web interviewing,OpenAlex,e-learning platform,OpenAIRE,0.6706300437162469,1,1,1,1.0
residential gateway,OpenAIRE,default gateway,OpenAlex,0.6548461938256435,1,1,1,1.0
default gateway,OpenAlex,residential gateway,OpenAIRE,0.6548461938256435,1,1,1,1.0
dendrochronology,OpenAIRE,dendrochronology,OpenAlex,1.0,2,3,2,0.6666666666666666
dendrochronology,OpenAlex,dendrochronology,OpenAIRE,1.0,3,2,2,0.6666666666666666
particle statistics,OpenAIRE,recording media,OpenAlex,0.5606112292984807,1,1,1,1.0
recording head,OpenAIRE,perpendicular recording,OpenAlex,0.6799711080373708,1,1,1,1.0
particle statistics,OpenAIRE,data recording,OpenAlex,0.7081397791702444,1,1,1,1.0
perpendicular recording,OpenAlex,recording head,OpenAIRE,0.6799711080373708,1,1,1,1.0
data recording,OpenAlex,particle statistics,OpenAIRE,0.7081397791702444,1,1,1,1.0
recording media,OpenAlex,particle statistics,OpenAIRE,0.5606112292984807,1,1,1,1.0
information governance,OpenAIRE,information governance,OpenAlex,1.0,1,1,1,1.0
information governance,OpenAlex,information governance,OpenAIRE,1.0,1,1,1,1.0
record linkage,OpenAlex,record linkage,OpenAIRE,1.0,3,2,2,0.6666666666666666
host response,OpenAIRE,host adaptation,OpenAlex,0.8447444039655402,1,1,1,1.0
host adaptation,OpenAlex,host response,OpenAIRE,0.8447444039655402,1,1,1,1.0
cloaking,OpenAIRE,cloaking,OpenAlex,1.0,6,4,4,0.6666666666666666
cloaking,OpenAlex,cloaking,OpenAIRE,1.0,4,6,4,0.6666666666666666
physical structure,OpenAIRE,human skeleton,OpenAlex,0.6197167041931005,1,1,1,1.0
human skeleton,OpenAlex,physical structure,OpenAIRE,0.6197167041931005,1,1,1,1.0
public space,OpenAIRE,public space,OpenAlex,1.0,2,2,2,1.0
public space,OpenAlex,public space,OpenAIRE,1.0,2,2,2,1.0
analyse d'incertitude,OpenAIRE,climatic variability,OpenAlex,0.5030975232525211,1,1,1,1.0
climatic variability,OpenAlex,analyse d'incertitude,OpenAIRE,0.5030975232525211,1,1,1,1.0
ionic radius,OpenAIRE,ionic radius,OpenAlex,1.0,1,1,1,1.0
prewitt operator,OpenAIRE,prewitt operator,OpenAlex,1.0,2,3,2,0.6666666666666666
scandium,OpenAIRE,silicate,OpenAlex,0.6379213487961695,1,1,1,1.0
ionic radius,OpenAlex,ionic radius,OpenAIRE,1.0,1,1,1,1.0
prewitt operator,OpenAlex,prewitt operator,OpenAIRE,1.0,3,2,2,0.6666666666666666
silicate,OpenAlex,scandium,OpenAIRE,0.6379213487961695,1,1,1,1.0
propagator,OpenAIRE,propagator,OpenAlex,1.0,4,3,3,0.75
propagator,OpenAlex,propagator,OpenAIRE,1.0,3,4,3,0.75
impulse control disorder,OpenAlex,spectrum disorder,OpenAIRE,0.7983352378649647,3,2,2,0.6666666666666666
exhibition,OpenAIRE,exhibition,OpenAlex,1.0,2,2,2,1.0
exhibition,OpenAlex,exhibition,OpenAIRE,1.0,2,2,2,1.0
ancient dna,OpenAIRE,ancient dna,OpenAlex,1.0,3,2,2,0.6666666666666666
algebraic combinatorics,OpenAIRE,cluster algebra,OpenAlex,0.8264422275632669,1,1,1,1.0
cluster algebra,OpenAIRE,cluster algebra,OpenAlex,1.0,1,1,1,1.0
cluster algebra,OpenAlex,cluster algebra,OpenAIRE,1.0,1,1,1,1.0
cluster algebra,OpenAlex,algebraic combinatorics,OpenAIRE,0.8264422275632669,1,1,1,1.0
spinocerebellar degenerations,OpenAIRE,cerebellar degeneration,OpenAlex,0.8824997498206613,1,1,1,1.0
cerebellar degeneration,OpenAlex,spinocerebellar degenerations,OpenAIRE,0.8824997498206613,1,1,1,1.0
pseudopotential,OpenAIRE,pseudopotential,OpenAlex,1.0,2,2,2,1.0
metallic bonding,OpenAIRE,chemical bond,OpenAlex,0.7253549729564488,1,1,1,1.0
cohesive energy,OpenAIRE,interaction energy,OpenAlex,0.8875875895751771,1,1,1,1.0
pseudopotential,OpenAlex,pseudopotential,OpenAIRE,1.0,2,2,2,1.0
interaction energy,OpenAlex,cohesive energy,OpenAIRE,0.8875875895751771,1,1,1,1.0
chemical bond,OpenAlex,metallic bonding,OpenAIRE,0.7253549729564488,1,1,1,1.0
syllogism,OpenAIRE,syllogism,OpenAlex,1.0,1,1,1,1.0
syllogism,OpenAlex,syllogism,OpenAIRE,1.0,1,1,1,1.0
daylight,OpenAIRE,daylight,OpenAlex,1.0,3,4,3,0.75
daylight,OpenAlex,daylight,OpenAIRE,1.0,4,3,3,0.75
postponement,OpenAIRE,postponement,OpenAlex,1.0,1,1,1,1.0
postponement,OpenAlex,postponement,OpenAIRE,1.0,1,1,1,1.0
chrominance,OpenAlex,chrominance,OpenAIRE,1.0,5,4,4,0.8
lymph,OpenAIRE,lymph,OpenAlex,1.0,1,1,1,1.0
lymph nodes,OpenAIRE,lymph node,OpenAlex,0.9583957029327436,3,3,3,1.0
lymph node,OpenAIRE,lymph node,OpenAlex,1.0,4,3,3,0.75
intravenous contrast,OpenAIRE,intravenous contrast,OpenAlex,1.0,2,2,2,1.0
lymph node,OpenAlex,lymph node,OpenAIRE,1.0,3,4,3,0.75
intravenous contrast,OpenAlex,intravenous contrast,OpenAIRE,1.0,2,2,2,1.0
lymph node,OpenAlex,lymph nodes,OpenAIRE,0.9583957029327436,3,3,3,1.0
lymph,OpenAlex,lymph,OpenAIRE,1.0,1,1,1,1.0
international education,OpenAIRE,international education,OpenAlex,1.0,1,1,1,1.0
international education,OpenAlex,international education,OpenAIRE,1.0,1,1,1,1.0
familial amyloid cardiomyopathy,OpenAIRE,transthyretin,OpenAlex,0.5212713148931893,1,1,1,1.0
transthyretin,OpenAIRE,transthyretin,OpenAlex,1.0,1,1,1,1.0
transthyretin,OpenAlex,familial amyloid cardiomyopathy,OpenAIRE,0.5212713148931893,1,1,1,1.0
transthyretin,OpenAlex,transthyretin,OpenAIRE,1.0,1,1,1,1.0
darcy's law,OpenAIRE,darcy's law,OpenAlex,1.0,1,1,1,1.0
darcy's law,OpenAlex,darcy's law,OpenAIRE,1.0,1,1,1,1.0
textile,OpenAlex,textile,OpenAIRE,1.0,5,4,4,0.8
supersonic speed,OpenAIRE,supersonic speed,OpenAlex,1.0,2,3,2,0.6666666666666666
supersonic speed,OpenAlex,supersonic speed,OpenAIRE,1.0,3,2,2,0.6666666666666666
proportional mortality,OpenAIRE,relative risk,OpenAlex,0.7656224981818728,1,1,1,1.0
control selection,OpenAIRE,case-control study,OpenAlex,0.7271559676231638,1,1,1,1.0
case-control study,OpenAlex,control selection,OpenAIRE,0.7271559676231638,1,1,1,1.0
relative risk,OpenAlex,proportional mortality,OpenAIRE,0.7656224981818728,1,1,1,1.0
electromagnetic absorption,OpenAIRE,specific absorption rate,OpenAlex,0.7271988821852344,1,1,1,1.0
specific absorption rate,OpenAlex,electromagnetic absorption,OpenAIRE,0.7271988821852344,1,1,1,1.0
augmentative,OpenAIRE,augmentative,OpenAlex,1.0,2,2,2,1.0
pest control,OpenAIRE,pest control,OpenAlex,1.0,2,2,2,1.0
augmentative,OpenAlex,augmentative,OpenAIRE,1.0,2,2,2,1.0
pest control,OpenAlex,pest control,OpenAIRE,1.0,2,2,2,1.0
intensity modulation,OpenAlex,intensity modulation,OpenAIRE,1.0,2,3,2,0.6666666666666666
structural unit,OpenAIRE,atomic units,OpenAlex,0.7830152109289842,1,1,1,1.0
atomic units,OpenAlex,structural unit,OpenAIRE,0.7830152109289842,1,1,1,1.0
hyperbola,OpenAIRE,hyperbola,OpenAlex,1.0,1,1,1,1.0
hyperbola,OpenAlex,hyperbola,OpenAIRE,1.0,1,1,1,1.0
prosthetic,OpenAIRE,orthotics,OpenAlex,0.6126304731746548,1,1,1,1.0
