Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
ecological niche,OpenAIRE,ecological niche,OpenAlex,1.0,43,72,28,0.3218390804597701
stickleback,OpenAIRE,stickleback,OpenAlex,1.0,14,18,14,0.7777777777777778
gasterosteus,OpenAIRE,gasterosteus,OpenAlex,1.0,8,12,8,0.6666666666666666
ecological genetics,OpenAIRE,ecological genetics,OpenAlex,1.0,13,28,6,0.1714285714285714
autostereoscopy,OpenAIRE,autostereoscopy,OpenAlex,1.0,8,9,8,0.8888888888888888
parallax,OpenAIRE,parallax,OpenAlex,1.0,41,51,37,0.6727272727272727
depth perception,OpenAIRE,depth perception,OpenAlex,1.0,186,72,44,0.205607476635514
fixed-point theorem,OpenAIRE,fixed-point theorem,OpenAlex,1.0,34,39,18,0.3272727272727272
ground reaction force,OpenAIRE,ground reaction force,OpenAlex,1.0,23,50,18,0.3272727272727272
biomechanics,OpenAIRE,biomechanics,OpenAlex,1.0,134,61,23,0.1337209302325581
topology optimization,OpenAIRE,topology optimization,OpenAlex,1.0,34,34,29,0.7435897435897436
shape optimization,OpenAIRE,shape optimization,OpenAlex,1.0,20,15,9,0.3461538461538461
iterative and incremental development,OpenAIRE,iterative and incremental development,OpenAlex,1.0,31,31,7,0.1272727272727272
euclidean distance matrix,OpenAIRE,euclidean distance matrix,OpenAlex,1.0,11,7,4,0.2857142857142857
relational algebra,OpenAIRE,relational algebra,OpenAlex,1.0,16,20,9,0.3333333333333333
relational calculus,OpenAIRE,relational algebra,OpenAlex,1.000000054900176,19,20,9,0.3
cartesian product,OpenAIRE,cartesian product,OpenAlex,1.0,14,14,10,0.5555555555555556
relational calculus,OpenAIRE,relational calculus,OpenAlex,1.0,19,13,7,0.28
relational algebra,OpenAIRE,relational calculus,OpenAlex,1.000000054900176,16,13,5,0.2083333333333333
conjunctive query,OpenAIRE,conjunctive query,OpenAlex,1.0,23,22,12,0.3636363636363636
relational model,OpenAIRE,relational model,OpenAlex,1.0,39,45,19,0.2923076923076923
brownian motor,OpenAIRE,brownian motor,OpenAlex,1.0,7,7,4,0.4
metastability,OpenAIRE,metastability,OpenAlex,1.0,17,42,14,0.3111111111111111
work motivation,OpenAIRE,work motivation,OpenAlex,1.0,12,9,4,0.2352941176470588
rehabilitation,OpenAIRE,rehabilitation,OpenAlex,1.0,469,131,101,0.2024048096192384
effects of sleep deprivation on cognitive performance,OpenAIRE,effects of sleep deprivation on cognitive performance,OpenAlex,1.0,30,22,10,0.238095238095238
sports medicine,OpenAIRE,sports medicine,OpenAlex,1.0,20,17,8,0.2758620689655172
metabolomics,OpenAIRE,metabolomics,OpenAlex,1.0,57,46,37,0.5606060606060606
metacommunity,OpenAIRE,metacommunity,OpenAlex,1.0,5,10,4,0.3636363636363636
systems ecology,OpenAIRE,systems ecology,OpenAlex,1.0,6,6,3,0.3333333333333333
social ecology,OpenAIRE,social ecology,OpenAlex,1.0,11,10,3,0.1666666666666666
social science education,OpenAIRE,social science education,OpenAlex,1.0,13,7,4,0.25
fantasy,OpenAIRE,fantasy,OpenAlex,1.0,28,38,20,0.4347826086956521
online community,OpenAIRE,online community,OpenAlex,1.0,23,19,8,0.2352941176470588
phone,OpenAIRE,phone,OpenAlex,1.0,51,120,36,0.2666666666666666
virtual community,OpenAIRE,virtual community,OpenAlex,1.0,10,12,3,0.1578947368421052
media studies,OpenAIRE,media studies,OpenAlex,1.0,94,152,23,0.1031390134529148
biostatistics,OpenAIRE,biostatistics,OpenAlex,1.0,31,12,4,0.1025641025641025
incremental learning,OpenAIRE,incremental learning,OpenAlex,1.0,46,15,10,0.196078431372549
antenna array,OpenAIRE,antenna array,OpenAlex,1.0,45,16,9,0.173076923076923
adaptive beamformer,OpenAIRE,adaptive beamformer,OpenAlex,1.0,32,31,22,0.5365853658536586
flattening,OpenAIRE,flattening,OpenAlex,1.0,10,8,4,0.2857142857142857
phase correlation,OpenAIRE,phase correlation,OpenAlex,1.0,13,15,6,0.2727272727272727
cornerstone,OpenAIRE,cornerstone,OpenAlex,1.0,10,24,9,0.36
specialty,OpenAIRE,specialty,OpenAlex,1.0,11,16,8,0.4210526315789473
comparative method,OpenAIRE,comparative method,OpenAlex,1.0,16,7,3,0.15
low-rank approximation,OpenAIRE,low-rank approximation,OpenAlex,1.0,19,23,10,0.3125
hankel matrix,OpenAIRE,hankel matrix,OpenAlex,1.0,8,20,5,0.217391304347826
inflow,OpenAIRE,inflow,OpenAlex,1.0,11,15,10,0.625
surround suppression,OpenAIRE,surround suppression,OpenAlex,1.0,18,21,9,0.3
repeated sequence,OpenAIRE,repeated sequence,OpenAlex,1.0,6,6,3,0.3333333333333333
mutual exclusion,OpenAIRE,mutual exclusion,OpenAlex,1.0,12,10,8,0.5714285714285714
rumination,OpenAIRE,rumination,OpenAlex,1.0,16,14,13,0.7647058823529411
demonstrative,OpenAIRE,demonstrative,OpenAlex,1.0,6,8,4,0.4
hierarchical clustering of networks,OpenAIRE,hierarchical clustering of networks,OpenAlex,1.0,25,12,8,0.2758620689655172
brown clustering,OpenAIRE,brown clustering,OpenAlex,1.0,50,14,9,0.1636363636363636
canopy clustering algorithm,OpenAIRE,canopy clustering algorithm,OpenAlex,1.0,120,104,39,0.2108108108108108
fused deposition modeling,OpenAIRE,fused deposition modeling,OpenAlex,1.0,7,11,5,0.3846153846153846
design of experiments,OpenAIRE,design of experiments,OpenAlex,1.0,60,45,19,0.2209302325581395
chronobiology,OpenAIRE,chronobiology,OpenAlex,1.0,6,7,3,0.3
circadian rhythm,OpenAIRE,circadian rhythm,OpenAlex,1.0,63,51,39,0.52
cognitive dimensions of notations,OpenAIRE,cognitive dimensions of notations,OpenAlex,1.0,14,7,2,0.1052631578947368
heterozygote advantage,OpenAIRE,heterozygote advantage,OpenAlex,1.0,7,14,7,0.5
stochastic volatility,OpenAIRE,stochastic volatility,OpenAlex,1.0,18,19,14,0.6086956521739131
gradient method,OpenAIRE,gradient method,OpenAlex,1.0,83,35,21,0.2164948453608247
distributed algorithm,OpenAIRE,distributed algorithm,OpenAlex,1.0,134,57,39,0.2565789473684211
pleasure,OpenAIRE,pleasure,OpenAlex,1.0,52,50,31,0.4366197183098591
multispectral pattern recognition,OpenAIRE,multispectral pattern recognition,OpenAlex,1.0,67,41,18,0.2
nearest neighbor search,OpenAIRE,nearest neighbor search,OpenAlex,1.0,108,104,54,0.3417721518987341
workbench,OpenAIRE,workbench,OpenAlex,1.0,14,29,13,0.4333333333333333
grid computing,OpenAIRE,grid computing,OpenAlex,1.0,25,17,11,0.3548387096774194
craving,OpenAIRE,craving,OpenAlex,1.0,7,10,7,0.7
binary code,OpenAIRE,binary code,OpenAlex,1.0,36,33,16,0.3018867924528302
hash function,OpenAIRE,hash function,OpenAlex,1.0,81,113,60,0.4477611940298507
semeval,OpenAIRE,semeval,OpenAlex,1.0,76,69,55,0.6111111111111112
iterated local search,OpenAIRE,iterated local search,OpenAlex,1.0,10,7,5,0.4166666666666667
natural deduction,OpenAIRE,natural deduction,OpenAlex,1.0,10,10,5,0.3333333333333333
psychology of reasoning,OpenAIRE,psychology of reasoning,OpenAlex,1.0,23,18,5,0.1388888888888889
rule of inference,OpenAIRE,rule of inference,OpenAlex,1.0,57,39,16,0.2
verbal reasoning,OpenAIRE,verbal reasoning,OpenAlex,1.0,27,26,5,0.1041666666666666
mechanical system,OpenAIRE,mechanical system,OpenAlex,1.0,88,86,33,0.2340425531914893
intrusion,OpenAIRE,intrusion,OpenAlex,1.0,16,31,8,0.2051282051282051
geochemistry,OpenAIRE,geochemistry,OpenAlex,1.0,21,85,10,0.1041666666666666
mel-frequency cepstrum,OpenAIRE,mel-frequency cepstrum,OpenAlex,1.0,52,58,40,0.5714285714285714
crisis communication,OpenAIRE,crisis communication,OpenAlex,1.0,6,12,5,0.3846153846153846
stigma (botany),OpenAIRE,stigma (botany),OpenAlex,1.0,26,37,23,0.575
attentional control,OpenAIRE,attentional control,OpenAlex,1.0,80,77,33,0.2661290322580645
unified modeling language,OpenAIRE,unified modeling language,OpenAlex,1.0,29,31,20,0.5
habituation,OpenAIRE,habituation,OpenAlex,1.0,38,45,28,0.509090909090909
spatial network,OpenAIRE,spatial network,OpenAlex,1.0,9,8,3,0.2142857142857142
graph drawing,OpenAIRE,graph drawing,OpenAlex,1.0,33,26,14,0.3111111111111111
software visualization,OpenAIRE,software visualization,OpenAlex,1.0,16,10,5,0.238095238095238
vortex,OpenAIRE,vortex,OpenAlex,1.0,41,54,29,0.4393939393939394
streamlines streaklines and pathlines,OpenAIRE,streamlines streaklines and pathlines,OpenAlex,1.0,10,6,4,0.3333333333333333
compressibility,OpenAIRE,compressibility,OpenAlex,1.0,34,43,19,0.3275862068965517
qrs complex,OpenAIRE,qrs complex,OpenAlex,1.0,40,42,36,0.782608695652174
beat (acoustics),OpenAIRE,beat (acoustics),OpenAlex,1.0,18,49,14,0.2641509433962264
probabilistic neural network,OpenAIRE,probabilistic neural network,OpenAlex,1.0,125,59,47,0.3430656934306569
incremental validity,OpenAIRE,incremental validity,OpenAlex,1.0,19,18,7,0.2333333333333333
peer review,OpenAIRE,peer review,OpenAlex,1.0,39,25,8,0.1428571428571428
texture atlas,OpenAIRE,texture atlas,OpenAlex,1.0,8,8,4,0.3333333333333333
texture mapping,OpenAIRE,texture mapping,OpenAlex,1.0,33,33,15,0.2941176470588235
planarity testing,OpenAIRE,planarity testing,OpenAlex,1.0,6,7,4,0.4444444444444444
texture filtering,OpenAIRE,texture filtering,OpenAlex,1.0,54,44,28,0.4
radiative transfer,OpenAIRE,radiative transfer,OpenAlex,1.0,40,86,27,0.2727272727272727
millisecond,OpenAIRE,millisecond,OpenAlex,1.0,14,26,10,0.3333333333333333
pentium,OpenAIRE,pentium,OpenAlex,1.0,9,14,6,0.3529411764705882
gabor transform,OpenAIRE,gabor transform,OpenAlex,1.0,21,15,9,0.3333333333333333
instantaneous phase,OpenAIRE,instantaneous phase,OpenAlex,1.0,26,39,20,0.4444444444444444
time-frequency analysis,OpenAIRE,time-frequency analysis,OpenAlex,1.0,49,55,14,0.1555555555555555
substring,OpenAIRE,substring,OpenAlex,1.0,18,21,17,0.7727272727272727
institutionalisation,OpenAIRE,institutionalisation,OpenAlex,1.0,24,24,15,0.4545454545454545
contest,OpenAIRE,contest,OpenAlex,1.0,30,40,23,0.4893617021276595
colorectal cancer,OpenAIRE,colorectal cancer,OpenAlex,1.0,24,37,17,0.3863636363636363
carotenoid,OpenAIRE,carotenoid,OpenAlex,1.0,6,11,6,0.5454545454545454
brightness,OpenAIRE,brightness,OpenAlex,1.0,112,122,78,0.5
color constancy,OpenAIRE,color constancy,OpenAlex,1.0,85,84,60,0.5504587155963303
darkness,OpenAIRE,darkness,OpenAlex,1.0,34,6,5,0.1428571428571428
complete-linkage clustering,OpenAIRE,complete-linkage clustering,OpenAlex,1.0,12,15,5,0.2272727272727272
human communication,OpenAIRE,human communication,OpenAlex,1.0,20,9,5,0.2083333333333333
eye contact,OpenAIRE,eye contact,OpenAlex,1.0,17,8,6,0.3157894736842105
timit,OpenAIRE,timit,OpenAlex,1.0,22,28,17,0.5151515151515151
explication,OpenAIRE,explication,OpenAlex,1.0,23,20,9,0.2647058823529412
looming,OpenAIRE,looming,OpenAlex,1.0,17,15,11,0.5238095238095238
upgrade,OpenAIRE,upgrade,OpenAlex,1.0,6,13,6,0.4615384615384615
ontogeny,OpenAIRE,ontogeny,OpenAlex,1.0,11,17,6,0.2727272727272727
ground motion,OpenAIRE,ground motion,OpenAlex,1.0,7,23,5,0.2
cyberpsychology,OpenAIRE,cyberpsychology,OpenAlex,1.0,11,8,6,0.4615384615384615
feed conversion ratio,OpenAIRE,feed conversion ratio,OpenAlex,1.0,9,10,7,0.5833333333333334
conditional expectation,OpenAIRE,conditional expectation,OpenAlex,1.0,29,25,11,0.2558139534883721
beef cattle,OpenAIRE,beef cattle,OpenAlex,1.0,13,9,9,0.6923076923076923
residual feed intake,OpenAIRE,residual feed intake,OpenAlex,1.0,8,8,8,1.0
physics education,OpenAIRE,physics education,OpenAlex,1.0,12,15,7,0.35
cart,OpenAIRE,cart,OpenAlex,1.0,17,23,11,0.3793103448275862
g mimo,OpenAIRE,g mimo,OpenAlex,1.0,10,9,6,0.4615384615384615
path loss,OpenAIRE,path loss,OpenAlex,1.0,12,20,11,0.5238095238095238
multi-user mimo,OpenAIRE,multi-user mimo,OpenAlex,1.0,9,9,5,0.3846153846153846
anomaly-based intrusion detection system,OpenAIRE,anomaly-based intrusion detection system,OpenAlex,1.0,49,38,28,0.4745762711864407
operational modal analysis,OpenAIRE,operational modal analysis,OpenAlex,1.0,6,12,6,0.5
modal testing,OpenAIRE,modal testing,OpenAlex,1.0,8,14,4,0.2222222222222222
modal analysis using fem,OpenAIRE,modal analysis using fem,OpenAlex,1.0,8,6,3,0.2727272727272727
attendance,OpenAIRE,attendance,OpenAlex,1.0,37,51,31,0.543859649122807
numerical integration,OpenAIRE,numerical integration,OpenAlex,1.0,38,25,8,0.1454545454545454
gaussian quadrature,OpenAIRE,gaussian quadrature,OpenAlex,1.0,8,10,6,0.5
generalized linear mixed model,OpenAIRE,generalized linear mixed model,OpenAlex,1.0,47,30,23,0.4259259259259259
generative design,OpenAIRE,generative design,OpenAlex,1.0,10,15,4,0.1904761904761904
radiation pattern,OpenAIRE,radiation pattern,OpenAlex,1.0,9,7,4,0.3333333333333333
test data,OpenAIRE,test data,OpenAlex,1.0,174,68,29,0.136150234741784
haar-like features,OpenAIRE,haar-like features,OpenAlex,1.0,6,6,2,0.2
cascading classifiers,OpenAIRE,cascading classifiers,OpenAlex,1.0,28,18,10,0.2777777777777778
web service,OpenAIRE,web service,OpenAlex,1.0,73,59,28,0.2692307692307692
endogenous growth theory,OpenAIRE,endogenous growth theory,OpenAlex,1.0,14,14,7,0.3333333333333333
market structure,OpenAIRE,market structure,OpenAlex,1.0,18,9,4,0.1739130434782608
validity,OpenAIRE,validity,OpenAlex,1.0,117,43,16,0.1111111111111111
certainty,OpenAIRE,certainty,OpenAlex,1.0,42,52,25,0.3623188405797101
cardiac arrhythmia,OpenAIRE,cardiac arrhythmia,OpenAlex,1.0,12,14,6,0.3
realizability,OpenAIRE,realizability,OpenAlex,1.0,8,11,7,0.5833333333333334
attractiveness,OpenAIRE,attractiveness,OpenAlex,1.0,63,96,56,0.5436893203883495
consumer behaviour,OpenAIRE,consumer behaviour,OpenAlex,1.0,302,149,72,0.1899736147757255
criticality,OpenAIRE,criticality,OpenAlex,1.0,24,35,18,0.4390243902439024
prioritization,OpenAIRE,prioritization,OpenAlex,1.0,20,37,13,0.2954545454545454
tone mapping,OpenAIRE,tone mapping,OpenAlex,1.0,28,32,23,0.6216216216216216
high dynamic range,OpenAIRE,high dynamic range,OpenAlex,1.0,43,60,35,0.5147058823529411
dynamic range,OpenAIRE,dynamic range,OpenAlex,1.0,58,79,33,0.3173076923076923
originality,OpenAIRE,originality,OpenAlex,1.0,45,278,37,0.1293706293706293
lean project management,OpenAIRE,lean project management,OpenAlex,1.0,22,17,13,0.5
coronary arteries,OpenAIRE,coronary arteries,OpenAlex,1.0,20,16,10,0.3846153846153846
prospective cohort study,OpenAIRE,prospective cohort study,OpenAlex,1.0,49,27,14,0.2258064516129032
iodinated contrast,OpenAIRE,iodinated contrast,OpenAlex,1.0,9,15,8,0.5
artery,OpenAIRE,artery,OpenAlex,1.0,10,26,4,0.125
statistical parametric mapping,OpenAIRE,statistical parametric mapping,OpenAlex,1.0,22,34,14,0.3333333333333333
noxious stimulus,OpenAIRE,noxious stimulus,OpenAlex,1.0,6,6,4,0.5
irritable bowel syndrome,OpenAIRE,irritable bowel syndrome,OpenAlex,1.0,7,6,6,0.8571428571428571
nociception,OpenAIRE,nociception,OpenAlex,1.0,10,13,4,0.2105263157894736
anesthesia,OpenAIRE,anesthesia,OpenAlex,1.0,60,88,21,0.1653543307086614
sociobiology,OpenAIRE,sociobiology,OpenAlex,1.0,24,7,5,0.1923076923076923
cultural transmission in animals,OpenAIRE,cultural transmission in animals,OpenAlex,1.0,34,36,24,0.5217391304347826
dopaminergic,OpenAIRE,dopaminergic,OpenAlex,1.0,27,50,23,0.4259259259259259
in silico,OpenAIRE,in silico,OpenAlex,1.0,42,60,37,0.5692307692307692
stock assessment,OpenAIRE,stock assessment,OpenAlex,1.0,6,7,5,0.625
fisheries management,OpenAIRE,fisheries management,OpenAlex,1.0,12,13,7,0.3888888888888889
expert elicitation,OpenAIRE,expert elicitation,OpenAlex,1.0,21,35,15,0.3658536585365853
sustainability organizations,OpenAIRE,sustainability organizations,OpenAlex,1.0,59,34,23,0.3285714285714285
fishing,OpenAIRE,fishing,OpenAlex,1.0,9,21,8,0.3636363636363636
supercapacitor,OpenAIRE,supercapacitor,OpenAlex,1.0,26,32,24,0.7058823529411765
synthetic biology,OpenAIRE,synthetic biology,OpenAlex,1.0,37,52,17,0.2361111111111111
metabolic engineering,OpenAIRE,metabolic engineering,OpenAlex,1.0,10,8,5,0.3846153846153846
capacitance,OpenAIRE,capacitance,OpenAlex,1.0,40,58,24,0.3243243243243243
electrochemistry,OpenAIRE,electrochemistry,OpenAlex,1.0,126,81,29,0.1629213483146067
virology,OpenAIRE,virology,OpenAlex,1.0,104,245,51,0.1711409395973154
praxis,OpenAIRE,praxis,OpenAlex,1.0,19,24,17,0.6538461538461539
amnesia,OpenAIRE,amnesia,OpenAlex,1.0,42,33,23,0.4423076923076923
declarative memory,OpenAIRE,declarative memory,OpenAlex,1.0,7,15,4,0.2222222222222222
cognitive impairment,OpenAIRE,cognitive impairment,OpenAlex,1.0,13,42,7,0.1458333333333333
haar,OpenAIRE,haar,OpenAlex,1.0,7,19,4,0.1818181818181818
uniform consensus,OpenAIRE,uniform consensus,OpenAlex,1.0,17,12,3,0.1153846153846153
consensus algorithm,OpenAIRE,consensus algorithm,OpenAlex,1.0,21,32,11,0.2619047619047619
boltzmann machine,OpenAIRE,boltzmann machine,OpenAlex,1.0,65,71,41,0.431578947368421
subgradient method,OpenAIRE,subgradient method,OpenAlex,1.0,11,14,9,0.5625
vector autoregression,OpenAIRE,vector autoregression,OpenAlex,1.0,22,32,14,0.35
bayesian vector autoregression,OpenAIRE,bayesian vector autoregression,OpenAlex,1.0,12,19,9,0.4090909090909091
dihedral angle,OpenAIRE,dihedral angle,OpenAlex,1.0,14,19,12,0.5714285714285714
trypsin,OpenAIRE,trypsin,OpenAlex,1.0,17,6,3,0.15
hydrogen bond,OpenAIRE,hydrogen bond,OpenAlex,1.0,40,55,15,0.1875
orthography,OpenAIRE,orthography,OpenAlex,1.0,60,44,30,0.4054054054054054
counterintuitive,OpenAIRE,counterintuitive,OpenAlex,1.0,34,44,25,0.4716981132075472
burnout,OpenAIRE,burnout,OpenAlex,1.0,36,49,30,0.5454545454545454
emotional exhaustion,OpenAIRE,emotional exhaustion,OpenAlex,1.0,23,30,16,0.4324324324324324
jet (fluid),OpenAIRE,jet (fluid),OpenAlex,1.0,33,54,28,0.4745762711864407
jet noise,OpenAIRE,jet noise,OpenAlex,1.0,23,28,19,0.59375
shock wave,OpenAIRE,shock wave,OpenAlex,1.0,14,21,9,0.3461538461538461
mach number,OpenAIRE,mach number,OpenAlex,1.0,21,24,16,0.5517241379310345
tactile perception,OpenAIRE,tactile perception,OpenAlex,1.0,11,24,5,0.1666666666666666
haptic technology,OpenAIRE,haptic technology,OpenAlex,1.0,162,174,120,0.5555555555555556
product category,OpenAIRE,product category,OpenAlex,1.0,15,27,4,0.1052631578947368
map matching,OpenAIRE,map matching,OpenAlex,1.0,7,7,5,0.5555555555555556
emtp,OpenAIRE,emtp,OpenAlex,1.0,15,12,11,0.6875
fault indicator,OpenAIRE,fault indicator,OpenAlex,1.0,46,23,20,0.4081632653061224
power-system protection,OpenAIRE,power-system protection,OpenAlex,1.0,44,23,12,0.2181818181818181
interaction design,OpenAIRE,interaction design,OpenAlex,1.0,26,19,8,0.2162162162162162
speckle noise,OpenAIRE,speckle noise,OpenAlex,1.0,71,75,53,0.5698924731182796
brain tumor,OpenAIRE,brain tumor,OpenAlex,1.0,49,30,24,0.4363636363636363
noise exposure,OpenAIRE,noise exposure,OpenAlex,1.0,14,49,9,0.1666666666666666
automatic image annotation,OpenAIRE,automatic image annotation,OpenAlex,1.0,122,56,41,0.2992700729927007
offensive,OpenAIRE,offensive,OpenAlex,1.0,19,28,17,0.5666666666666667
homicide,OpenAIRE,homicide,OpenAlex,1.0,17,12,10,0.5263157894736842
suicide prevention,OpenAIRE,suicide prevention,OpenAlex,1.0,230,108,52,0.1818181818181818
chart,OpenAIRE,chart,OpenAlex,1.0,29,56,18,0.2686567164179104
list decoding,OpenAIRE,list decoding,OpenAlex,1.0,10,6,6,0.6
concatenated error correction code,OpenAIRE,concatenated error correction code,OpenAlex,1.0,16,16,6,0.2307692307692307
ripple,OpenAIRE,ripple,OpenAlex,1.0,49,71,45,0.6
harmonic analysis,OpenAIRE,harmonic analysis,OpenAlex,1.0,87,97,40,0.2777777777777778
bistability,OpenAIRE,bistability,OpenAlex,1.0,70,77,62,0.7294117647058823
molecular recognition,OpenAIRE,molecular recognition,OpenAlex,1.0,28,15,8,0.2285714285714285
textual entailment,OpenAIRE,textual entailment,OpenAlex,1.0,19,23,14,0.5
byte,OpenAIRE,byte,OpenAlex,1.0,14,28,11,0.3548387096774194
aptamer,OpenAIRE,oligonucleotide,OpenAlex,1.0000000430789968,14,21,4,0.1290322580645161
oligonucleotide,OpenAIRE,oligonucleotide,OpenAlex,1.0,20,21,13,0.4642857142857143
virulence,OpenAIRE,virulence,OpenAlex,1.0,38,29,26,0.6341463414634146
basic reproduction number,OpenAIRE,basic reproduction number,OpenAlex,1.0,15,23,14,0.5833333333333334
virus,OpenAIRE,virus,OpenAlex,1.0,40,86,22,0.2115384615384615
censoring (clinical trials),OpenAIRE,censoring (clinical trials),OpenAlex,1.0,11,34,11,0.3235294117647059
inverse probability weighting,OpenAIRE,inverse probability weighting,OpenAlex,1.0,10,10,6,0.4285714285714285
hazard,OpenAIRE,hazard,OpenAlex,1.0,52,120,47,0.376
somatosensory system,OpenAIRE,somatosensory system,OpenAlex,1.0,70,73,38,0.3619047619047619
synaptic plasticity,OpenAIRE,synaptic plasticity,OpenAlex,1.0,62,71,40,0.4301075268817204
metaplasticity,OpenAIRE,metaplasticity,OpenAlex,1.0,25,28,19,0.5588235294117647
homeostatic plasticity,OpenAIRE,homeostatic plasticity,OpenAlex,1.0,12,12,11,0.8461538461538461
memory span,OpenAIRE,memory span,OpenAlex,1.0,27,17,11,0.3333333333333333
chemotaxis,OpenAIRE,chemotaxis,OpenAlex,1.0,22,18,14,0.5384615384615384
psychodynamics,OpenAIRE,psychodynamics,OpenAlex,1.0,12,8,5,0.3333333333333333
social entrepreneurship,OpenAIRE,social entrepreneurship,OpenAlex,1.0,14,15,7,0.3181818181818182
caregiver burden,OpenAIRE,caregiver burden,OpenAlex,1.0,9,8,3,0.2142857142857142
activities of daily living,OpenAIRE,activities of daily living,OpenAlex,1.0,176,39,29,0.1559139784946236
family caregivers,OpenAIRE,family caregivers,OpenAlex,1.0,18,11,8,0.3809523809523809
kuramoto model,OpenAIRE,kuramoto model,OpenAlex,1.0,12,6,6,0.5
singular perturbation,OpenAIRE,singular perturbation,OpenAlex,1.0,35,24,20,0.5128205128205128
model organism,OpenAIRE,model organism,OpenAlex,1.0,15,15,5,0.2
weight loss,OpenAIRE,weight loss,OpenAlex,1.0,5,10,2,0.1538461538461538
obesity,OpenAIRE,obesity,OpenAlex,1.0,90,76,45,0.371900826446281
hazard ratio,OpenAIRE,hazard ratio,OpenAlex,1.0,19,20,10,0.3448275862068966
concept search,OpenAIRE,concept search,OpenAlex,1.0,23,7,5,0.2
desorption electrospray ionization,OpenAIRE,desorption electrospray ionization,OpenAlex,1.0,6,7,5,0.625
mass spectrometry imaging,OpenAIRE,mass spectrometry imaging,OpenAlex,1.0,17,25,17,0.68
desorption,OpenAIRE,desorption,OpenAlex,1.0,9,24,5,0.1785714285714285
ionization,OpenAIRE,ionization,OpenAlex,1.0,24,49,15,0.2586206896551724
nondestructive testing,OpenAIRE,nondestructive testing,OpenAlex,1.0,29,21,12,0.3157894736842105
human leukocyte antigen,OpenAIRE,human leukocyte antigen,OpenAlex,1.0,16,20,11,0.44
major histocompatibility complex,OpenAIRE,major histocompatibility complex,OpenAlex,1.0,69,60,51,0.6538461538461539
mhc class i,OpenAIRE,mhc class i,OpenAlex,1.0,25,26,16,0.4571428571428571
information quality,OpenAIRE,information quality,OpenAlex,1.0,33,23,12,0.2727272727272727
singularity,OpenAIRE,singularity,OpenAlex,1.0,57,57,31,0.3734939759036144
adaptive system,OpenAIRE,adaptive system,OpenAlex,1.0,191,55,25,0.1131221719457013
yeast,OpenAIRE,yeast,OpenAlex,1.0,24,40,15,0.3061224489795918
interferometric synthetic aperture radar,OpenAIRE,interferometric synthetic aperture radar,OpenAlex,1.0,28,38,22,0.5
destinations,OpenAIRE,destinations,OpenAlex,1.0,76,88,58,0.5471698113207547
place cell,OpenAIRE,place cell,OpenAlex,1.0,24,29,12,0.2926829268292683
neural decoding,OpenAIRE,neural decoding,OpenAlex,1.0,25,24,7,0.1666666666666666
robust regression,OpenAIRE,robust regression,OpenAlex,1.0,33,28,15,0.3260869565217391
statistical theory,OpenAIRE,statistical theory,OpenAlex,1.0,91,43,13,0.1074380165289256
liberian dollar,OpenAIRE,liberian dollar,OpenAlex,1.0,16,27,11,0.34375
psychological research,OpenAIRE,psychological research,OpenAlex,1.0,92,40,15,0.1282051282051282
multimethodology,OpenAIRE,multimethodology,OpenAlex,1.0,20,12,9,0.391304347826087
disappointment,OpenAIRE,disappointment,OpenAlex,1.0,12,11,6,0.3529411764705882
educational research,OpenAIRE,educational research,OpenAlex,1.0,202,67,30,0.1255230125523012
cloak,OpenAIRE,cloak,OpenAlex,1.0,7,8,6,0.6666666666666666
cloaking,OpenAIRE,cloaking,OpenAlex,1.0,13,12,11,0.7857142857142857
joint quantum entropy,OpenAIRE,joint quantum entropy,OpenAlex,1.0,16,10,4,0.1818181818181818
microfabrication,OpenAIRE,microfabrication,OpenAlex,1.0,11,8,5,0.3571428571428571
optical tweezers,OpenAIRE,optical tweezers,OpenAlex,1.0,21,22,15,0.5357142857142857
photon,OpenAIRE,photon,OpenAlex,1.0,91,94,52,0.3909774436090225
goal programming,OpenAIRE,goal programming,OpenAlex,1.0,43,38,21,0.35
discrete sine transform,OpenAIRE,discrete sine transform,OpenAlex,1.0,27,32,17,0.4047619047619047
discrete hartley transform,OpenAIRE,discrete hartley transform,OpenAlex,1.0,19,23,13,0.4482758620689655
non-uniform discrete fourier transform,OpenAIRE,non-uniform discrete fourier transform,OpenAlex,1.0,32,31,23,0.575
lapped transform,OpenAIRE,lapped transform,OpenAlex,1.0,13,13,5,0.238095238095238
hartley transform,OpenAIRE,hartley transform,OpenAlex,1.0,29,34,20,0.4651162790697674
modified discrete cosine transform,OpenAIRE,modified discrete cosine transform,OpenAlex,1.0,6,17,3,0.15
discrete-time fourier transform,OpenAIRE,discrete-time fourier transform,OpenAlex,1.0,40,37,26,0.5098039215686274
sine and cosine transforms,OpenAIRE,sine and cosine transforms,OpenAlex,1.0,8,8,3,0.2307692307692307
s transform,OpenAIRE,s transform,OpenAlex,1.0,22,22,10,0.2941176470588235
infinite impulse response,OpenAIRE,infinite impulse response,OpenAlex,1.0,42,32,25,0.5102040816326531
digital filter,OpenAIRE,digital filter,OpenAlex,1.0,134,87,53,0.3154761904761904
d filters,OpenAIRE,d filters,OpenAlex,1.0,9,10,6,0.4615384615384615
source separation,OpenAIRE,source separation,OpenAlex,1.0,65,67,37,0.3894736842105263
