Title;OpenAlexConcepts;OpenAIRESubjects_fromMag;Matching
Radially symmetric solutions of a class of singular elliptic equations;Artificial intelligence | Ball (mathematics) | Boundary (topology) | Boundary value problem | Class (philosophy) | Computer science | Eigenvalues and eigenvectors | Euclidean geometry | Geometry | Law | Mathematical analysis | Mathematics | Norm (philosophy) | Physics | Political science | Pure mathematics | Quantum mechanics | Singular value | Singularity | Unit sphere;Ball (mathematics) | Boundary (topology) | Boundary value problem | Carlson symmetric form | General Mathematics | Mathematical analysis | Physics | Regular singular point | Singular integral | Singular solution | Singularity;Openaire: ball (mathematics) - Openalex: ball (mathematics) | Openaire: boundary (topology) - Openalex: boundary (topology) | Openaire: boundary value problem - Openalex: boundary (topology) | Openaire: boundary (topology) - Openalex: boundary value problem | Openaire: boundary value problem - Openalex: boundary value problem | Openaire: mathematical analysis - Openalex: mathematical analysis | Openaire: general mathematics - Openalex: mathematics | Openaire: physics - Openalex: physics | Openaire: general mathematics - Openalex: pure mathematics | Openaire: boundary value problem - Openalex: singular value | Openaire: regular singular point - Openalex: singular value | Openaire: singular integral - Openalex: singular value | Openaire: singular solution - Openalex: singular value | Openaire: singularity - Openalex: singularity
A weighted interpolation problem for analytic functions;Analytic function | Applied mathematics | Artificial intelligence | Computer science | Interpolation (computer graphics) | Mathematical analysis | Mathematics | Motion (physics);Analytic continuation | Analytic function | Applied mathematics | Bilinear interpolation | General Mathematics | Global analytic function | Interpolation | Linear interpolation | Mathematics | Non-analytic smooth function;Openaire: analytic continuation - Openalex: analytic function | Openaire: analytic function - Openalex: analytic function | Openaire: global analytic function - Openalex: analytic function | Openaire: non-analytic smooth function - Openalex: analytic function | Openaire: applied mathematics - Openalex: applied mathematics | Openaire: general mathematics - Openalex: applied mathematics | Openaire: mathematics - Openalex: applied mathematics | Openaire: bilinear interpolation - Openalex: interpolation (computer graphics) | Openaire: interpolation - Openalex: interpolation (computer graphics) | Openaire: linear interpolation - Openalex: interpolation (computer graphics) | Openaire: applied mathematics - Openalex: mathematics | Openaire: general mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics
Constraints on constraints: Surveying the epigenetic landscape;Archaeology | Artificial intelligence | Cognitive science | Computer science | Engineering | Epistemology | History | Management science | Natural (archaeology) | Perspective (graphical) | Philosophy | Programming language | Psychology | Set (abstract data type);Artificial Intelligence | Cognitive Neuroscience | Experimental and Cognitive Psychology;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: cognitive neuroscience - Openalex: cognitive science | Openaire: experimental and cognitive psychology - Openalex: cognitive science | Openaire: experimental and cognitive psychology - Openalex: psychology
On (<i>V</i>*) sets and Pelczynski's property (<i>V</i>*);Alternative medicine | Approximation property | Artificial intelligence | Banach space | Bounded function | Class (philosophy) | Coincidence | Combinatorics | Compact space | Computer science | Discrete mathematics | Economics | Epistemology | Finance | Mathematical analysis | Mathematics | Medicine | Operating system | Order (exchange) | Pathology | Philosophy | Property (philosophy) | Pure mathematics | Section (typography);;
The complex behavior of simple machines;Algorithm | Anthropology | Artificial intelligence | Complex system | Computation | Computational complexity theory | Computer science | Epistemology | Geometry | Machine learning | Mathematical proof | Mathematics | Normalization (sociology) | Philosophy | Simple (philosophy) | Sociology | Theoretical computer science | Turing machine | Universal Turing machine;Algorithm | Computational complexity theory | Condensed Matter Physics | DTIME | Description number | Linear speedup theorem | Mathematics | PSPACE | Statistical and Nonlinear Physics | Super-recursive algorithm | Time hierarchy theorem | Turing machine | symbols | symbols.namesake;Openaire: algorithm - Openalex: algorithm | Openaire: super-recursive algorithm - Openalex: algorithm | Openaire: computational complexity theory - Openalex: computational complexity theory | Openaire: turing machine - Openalex: machine learning | Openaire: mathematics - Openalex: mathematics | Openaire: turing machine - Openalex: turing machine | Openaire: turing machine - Openalex: universal turing machine
High-resolution proton nuclear magnetic resonance characterization of seminolipid from bovine spermatozoa.;Artificial intelligence | Characterization (materials science) | Chemistry | Computer science | Magnetic resonance imaging | Medicine | Nuclear magnetic resonance | Nuclear physics | Optics | Physics | Proton | Radiology | Resolution (logic);;
Distributions with complete monotone derivative and geometric infinite divisibility;Antibody | Artificial intelligence | Biology | Class (philosophy) | Combinatorics | Computer science | Derivative (finance) | Distribution (mathematics) | Divisibility rule | Economics | Financial economics | Geometry | Immunology | Infinite divisibility | Mathematical analysis | Mathematics | Monotone polygon | Pure mathematics | Subclass;01 natural sciences | 0101 mathematics | 010102 general mathematics | 01010203 Geometry | 010104 statistics & probability | 01010405 Autocorrelation/Signal processing | Applied Mathematics | Class (set theory) | Derivative | Discrete mathematics | Distribution (mathematics) | Infinite divisibility | Laplace transform | Mathematics | Monotone polygon | Pure mathematics | Statistics and Probability | Strongly monotone;Openaire: class (set theory) - Openalex: class (philosophy) | Openaire: derivative - Openalex: derivative (finance) | Openaire: distribution (mathematics) - Openalex: distribution (mathematics) | Openaire: infinite divisibility - Openalex: divisibility rule | Openaire: 01010203 geometry - Openalex: geometry | Openaire: infinite divisibility - Openalex: infinite divisibility | Openaire: 0101 mathematics - Openalex: mathematics | Openaire: 010102 general mathematics - Openalex: mathematics | Openaire: applied mathematics - Openalex: mathematics | Openaire: discrete mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: pure mathematics - Openalex: mathematics | Openaire: monotone polygon - Openalex: monotone polygon | Openaire: strongly monotone - Openalex: monotone polygon | Openaire: 0101 mathematics - Openalex: pure mathematics | Openaire: 010102 general mathematics - Openalex: pure mathematics | Openaire: applied mathematics - Openalex: pure mathematics | Openaire: discrete mathematics - Openalex: pure mathematics | Openaire: mathematics - Openalex: pure mathematics | Openaire: pure mathematics - Openalex: pure mathematics
Adoption of New Technologies in Ethiopian Agriculture: The Case of Tegulet‐Bulga District, Shoa Province;Agricultural economics | Agricultural machinery | Agricultural science | Agriculture | Archaeology | Artificial intelligence | Biology | Business | Computer science | Ecology | Econometrics | Economics | Emerging technologies | Environmental science | Fertilizer | Geography | Logit | Macroeconomics | Production (economics);;
A parallel object-oriented language with inheritance and subtyping;Artificial intelligence | Biochemistry | Chemistry | Computer science | Gene | Inheritance (genetic algorithm) | Mathematical analysis | Mathematics | Multiple inheritance | Object (grammar) | Object-oriented programming | Programming language | Scheme (mathematics) | Subtyping | Theoretical computer science;;
Metabolic control analysis. An application of signal flow graphs;Artificial intelligence | Biochemistry | Biological system | Biology | Chemistry | Computer science | Control (management) | Control engineering | Control flow graph | Control theory (sociology) | Electrical engineering | Endocrinology | Engineering | Enzyme | Feed forward | Graph | Insulin | Metabolic control analysis | Metabolic pathway | Metabolite | Programming language | SIGNAL (programming language) | Signal-flow graph | Theoretical computer science;Algebraic number | Biochemistry | Biological system | Cell Biology | Chemical Phenomena | Chemistry, Physical | Computer science | Enzymes | Feed forward | Feedback | Feedback inhibition | Graph | Homeostasis | Mathematics | Matrix form | Metabolic control analysis | Metabolic pathway | Metabolism | Molecular Biology | Research Article | Signal-flow graph | Stereochemistry;Openaire: biochemistry - Openalex: biochemistry | Openaire: biological system - Openalex: biological system | Openaire: cell biology - Openalex: biology | Openaire: molecular biology - Openalex: biology | Openaire: computer science - Openalex: computer science | Openaire: metabolic control analysis - Openalex: control (management) | Openaire: metabolic control analysis - Openalex: control engineering | Openaire: graph - Openalex: control flow graph | Openaire: metabolic control analysis - Openalex: control flow graph | Openaire: signal-flow graph - Openalex: control flow graph | Openaire: metabolic control analysis - Openalex: control theory (sociology) | Openaire: feed forward - Openalex: feed forward | Openaire: graph - Openalex: graph | Openaire: signal-flow graph - Openalex: graph | Openaire: metabolic control analysis - Openalex: metabolic control analysis | Openaire: metabolic pathway - Openalex: metabolic control analysis | Openaire: metabolic control analysis - Openalex: metabolic pathway | Openaire: metabolic pathway - Openalex: metabolic pathway | Openaire: graph - Openalex: signal-flow graph | Openaire: signal-flow graph - Openalex: signal-flow graph | Openaire: computer science - Openalex: theoretical computer science
"Cartographic projection procedures for the UNIX environment; a user's manual";Algorithm | Artificial intelligence | Cartography | Computer graphics (images) | Computer science | Engineering | Engineering drawing | Geography | Map projection | Programming language | Projection (relational algebra) | Scripting language | Software | Unix;;
Archival Preservation Practice in a Nationwide Context;Archaeology | Archival science | Artificial intelligence | Computer science | Context (archaeology) | Engineering | Engineering ethics | History | Library science | Operating system | Political science | Process (computing) | Sociology | Variety (cybernetics);Archival research | Archival science | Arts and Humanities (miscellaneous) | Context (language use) | Engineering ethics | Library and Information Sciences | Operations research | Political science | Professional practice | Research process | Stock management | Variety (cybernetics);Openaire: archival research - Openalex: archival science | Openaire: archival science - Openalex: archival science | Openaire: political science - Openalex: archival science | Openaire: archival science - Openalex: computer science | Openaire: political science - Openalex: computer science | Openaire: context (language use) - Openalex: context (archaeology) | Openaire: engineering ethics - Openalex: engineering | Openaire: engineering ethics - Openalex: engineering ethics | Openaire: archival science - Openalex: library science | Openaire: library and information sciences - Openalex: library science | Openaire: political science - Openalex: library science | Openaire: archival science - Openalex: political science | Openaire: political science - Openalex: political science | Openaire: research process - Openalex: process (computing) | Openaire: variety (cybernetics) - Openalex: variety (cybernetics)
A numerical study of some potential sources of error in side-by-side seismometer evaluations;Artificial intelligence | Astronomy | Calibration | Civil engineering | Computer science | Engineering | Far side of the Moon | Geophysics | Great Rift | Image (mathematics) | Mathematics | Noise (video) | Physics | Programming language | SIGNAL (programming language) | Seismometer | Side effect (computer science) | Statistics | Test method | White noise;;
Semantic Correctness for a Parallel Object-Oriented Language;Action semantics | Artificial intelligence | Computer science | Correctness | Denotational semantics | Denotational semantics of the Actor model | Discrete mathematics | Domain theory | Mathematics | Metric space | Normalisation by evaluation | Operational semantics | Principle of compositionality | Programming language | Semantics (computer science) | Theoretical computer science;;
OMEGA (Online Multivariate Exploratory Graphical Analysis): Routine Searching for Structure;Archaeology | Artificial intelligence | Computer graphics (images) | Computer science | Context (archaeology) | Data mining | Data science | Exploratory analysis | Exploratory data analysis | Geography | Graphical model | Graphics | Machine learning | Multivariate analysis | Multivariate statistics | Statistical graphics;Computer science | Context (language use) | Data science | Feature selection | General Mathematics | Graphical analysis | Information retrieval | Interactive graphics | Multivariate exploratory data analysis | Multivariate statistics | Procrustes | Resampling | Statistics and Probability | Statistics, Probability and Uncertainty | Structure (mathematical logic) | interactive graphics | resampling | variable selection;Openaire: computer science - Openalex: computer graphics (images) | Openaire: interactive graphics - Openalex: computer graphics (images) | Openaire: computer science - Openalex: computer science | Openaire: data science - Openalex: computer science | Openaire: context (language use) - Openalex: context (archaeology) | Openaire: data science - Openalex: data mining | Openaire: multivariate exploratory data analysis - Openalex: data mining | Openaire: computer science - Openalex: data science | Openaire: data science - Openalex: data science | Openaire: multivariate exploratory data analysis - Openalex: data science | Openaire: graphical analysis - Openalex: exploratory analysis | Openaire: multivariate exploratory data analysis - Openalex: exploratory analysis | Openaire: data science - Openalex: exploratory data analysis | Openaire: graphical analysis - Openalex: exploratory data analysis | Openaire: multivariate exploratory data analysis - Openalex: exploratory data analysis | Openaire: graphical analysis - Openalex: graphical model | Openaire: interactive graphics - Openalex: graphics | Openaire: graphical analysis - Openalex: multivariate analysis | Openaire: multivariate exploratory data analysis - Openalex: multivariate analysis | Openaire: multivariate statistics - Openalex: multivariate analysis | Openaire: multivariate exploratory data analysis - Openalex: multivariate statistics | Openaire: multivariate statistics - Openalex: multivariate statistics | Openaire: statistics and probability - Openalex: multivariate statistics | Openaire: interactive graphics - Openalex: statistical graphics
A symmetrical approach to parsing and generation;Artificial intelligence | Bottom-up parsing | Component (thermodynamics) | Computer science | Context-free grammar | Definite clause grammar | Grammar | Indexed grammar | Linguistics | Natural language processing | Parser combinator | Parsing | Philosophy | Physics | Programming language | Prolog | Recursion (computer science) | Rule-based machine translation | S-attributed grammar | Thermodynamics | Top-down parsing | Top-down parsing language | Tree-adjoining grammar | Unification;Artificial intelligence | Bottom-up parsing | Computer science | Grammar | L-attributed grammar | Lexical item | Natural language processing | Parser combinator | Parsing | Parsing expression grammar | Programming language | Rule-based machine translation | S-attributed grammar | Semantics | Top-down parsing | Top-down parsing language | business | business.industry | computer | computer.software_genre | media_common | media_common.quotation_subject;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: bottom-up parsing - Openalex: bottom-up parsing | Openaire: parsing - Openalex: bottom-up parsing | Openaire: parsing expression grammar - Openalex: bottom-up parsing | Openaire: top-down parsing - Openalex: bottom-up parsing | Openaire: top-down parsing language - Openalex: bottom-up parsing | Openaire: computer science - Openalex: computer science | Openaire: computer - Openalex: computer science | Openaire: grammar - Openalex: context-free grammar | Openaire: l-attributed grammar - Openalex: context-free grammar | Openaire: parsing expression grammar - Openalex: context-free grammar | Openaire: s-attributed grammar - Openalex: context-free grammar | Openaire: grammar - Openalex: definite clause grammar | Openaire: l-attributed grammar - Openalex: definite clause grammar | Openaire: parsing expression grammar - Openalex: definite clause grammar | Openaire: s-attributed grammar - Openalex: definite clause grammar | Openaire: grammar - Openalex: grammar | Openaire: l-attributed grammar - Openalex: grammar | Openaire: parsing expression grammar - Openalex: grammar | Openaire: s-attributed grammar - Openalex: grammar | Openaire: grammar - Openalex: indexed grammar | Openaire: l-attributed grammar - Openalex: indexed grammar | Openaire: parsing expression grammar - Openalex: indexed grammar | Openaire: s-attributed grammar - Openalex: indexed grammar | Openaire: natural language processing - Openalex: natural language processing | Openaire: programming language - Openalex: natural language processing | Openaire: top-down parsing language - Openalex: natural language processing | Openaire: parser combinator - Openalex: parser combinator | Openaire: bottom-up parsing - Openalex: parsing | Openaire: parsing - Openalex: parsing | Openaire: parsing expression grammar - Openalex: parsing | Openaire: top-down parsing - Openalex: parsing | Openaire: top-down parsing language - Openalex: parsing | Openaire: natural language processing - Openalex: programming language | Openaire: programming language - Openalex: programming language | Openaire: top-down parsing language - Openalex: programming language | Openaire: rule-based machine translation - Openalex: rule-based machine translation | Openaire: grammar - Openalex: s-attributed grammar | Openaire: l-attributed grammar - Openalex: s-attributed grammar | Openaire: parsing expression grammar - Openalex: s-attributed grammar | Openaire: s-attributed grammar - Openalex: s-attributed grammar | Openaire: bottom-up parsing - Openalex: top-down parsing | Openaire: parsing - Openalex: top-down parsing | Openaire: parsing expression grammar - Openalex: top-down parsing | Openaire: top-down parsing - Openalex: top-down parsing | Openaire: top-down parsing language - Openalex: top-down parsing | Openaire: bottom-up parsing - Openalex: top-down parsing language | Openaire: natural language processing - Openalex: top-down parsing language | Openaire: parsing - Openalex: top-down parsing language | Openaire: parsing expression grammar - Openalex: top-down parsing language | Openaire: programming language - Openalex: top-down parsing language | Openaire: top-down parsing - Openalex: top-down parsing language | Openaire: top-down parsing language - Openalex: top-down parsing language | Openaire: grammar - Openalex: tree-adjoining grammar | Openaire: l-attributed grammar - Openalex: tree-adjoining grammar | Openaire: parsing expression grammar - Openalex: tree-adjoining grammar | Openaire: s-attributed grammar - Openalex: tree-adjoining grammar
On the interpretability of arithmetic in temporal logic;Algebra over a field | Algorithm | Arithmetic | Arithmetic function | Artificial intelligence | Categorical variable | Computer science | Corollary | Discrete mathematics | Interpretability | Linear temporal logic | Mathematics | Peano axioms | Pure mathematics | Second-order arithmetic | Statistics | Temporal logic | Theoretical computer science;Arithmetic | Computer Science(all) | Dynamic logic (modal logic) | General Computer Science | Intermediate logic | Interpretability | Interval temporal logic | Linear temporal logic | Many-valued logic | Mathematics | Multimodal logic | Temporal logic | Theoretical Computer Science;Openaire: arithmetic - Openalex: arithmetic | Openaire: arithmetic - Openalex: arithmetic function | Openaire: computer science(all) - Openalex: computer science | Openaire: general computer science - Openalex: computer science | Openaire: theoretical computer science - Openalex: computer science | Openaire: mathematics - Openalex: discrete mathematics | Openaire: interpretability - Openalex: interpretability | Openaire: dynamic logic (modal logic) - Openalex: linear temporal logic | Openaire: intermediate logic - Openalex: linear temporal logic | Openaire: interval temporal logic - Openalex: linear temporal logic | Openaire: linear temporal logic - Openalex: linear temporal logic | Openaire: many-valued logic - Openalex: linear temporal logic | Openaire: multimodal logic - Openalex: linear temporal logic | Openaire: temporal logic - Openalex: linear temporal logic | Openaire: mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: pure mathematics | Openaire: arithmetic - Openalex: second-order arithmetic | Openaire: dynamic logic (modal logic) - Openalex: temporal logic | Openaire: intermediate logic - Openalex: temporal logic | Openaire: interval temporal logic - Openalex: temporal logic | Openaire: linear temporal logic - Openalex: temporal logic | Openaire: many-valued logic - Openalex: temporal logic | Openaire: multimodal logic - Openalex: temporal logic | Openaire: temporal logic - Openalex: temporal logic | Openaire: computer science(all) - Openalex: theoretical computer science | Openaire: general computer science - Openalex: theoretical computer science | Openaire: theoretical computer science - Openalex: theoretical computer science
Quadratic polynomials which have a high density of prime values;Algorithm | Artificial intelligence | Computer science | Mathematics;Algebra and Number Theory | Applied Mathematics | Computational Mathematics | Mathematics | Natural density | Prime (order theory) | Pure mathematics | Quadratic equation | Quadratic function | Sieve | Unit (ring theory) | law | law.invention;Openaire: applied mathematics - Openalex: mathematics | Openaire: computational mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: pure mathematics - Openalex: mathematics
Temperature dependent gain and noise characteristics of a 1480 nm-pumped erbium-doped fibre amplifier;Amplifier | Artificial intelligence | Atmospheric temperature range | CMOS | Computer science | Doping | Erbium | Image (mathematics) | Laser | Materials science | Meteorology | Noise (video) | Noise figure | Optical amplifier | Optics | Optoelectronics | Physics;;
Adverse selection and mutuality: The case of the farm credit system;Adverse selection | Agency (philosophy) | Artificial intelligence | Business | Computer science | Corporate governance | Dividend | Economics | Epistemology | Finance | Mechanism (biology) | Microeconomics | Payment | Philosophy | Principal–agent problem | Selection (genetic algorithm) | Shareholder;Actuarial science | Adverse selection | Agency (sociology) | Alternative theory | Class (set theory) | Credit system | Economics | Economics and Econometrics | Finance | Mechanism (sociology) | Microeconomics | Shareholder | Systematic risk;Openaire: adverse selection - Openalex: adverse selection | Openaire: agency (sociology) - Openalex: agency (philosophy) | Openaire: actuarial science - Openalex: computer science | Openaire: economics - Openalex: economics | Openaire: economics and econometrics - Openalex: economics | Openaire: finance - Openalex: finance | Openaire: mechanism (sociology) - Openalex: mechanism (biology) | Openaire: microeconomics - Openalex: microeconomics | Openaire: adverse selection - Openalex: selection (genetic algorithm) | Openaire: shareholder - Openalex: shareholder
Visual-touch perceptual equivalence for shape information in children and adults;Artificial intelligence | Cognitive psychology | Communication | Computer science | Developmental psychology | Discrete mathematics | Equivalence (formal languages) | Image (mathematics) | Machine learning | Mathematics | Multidimensional scaling | Neuroscience | Perception | Psychology | Similarity (geometry) | Visual perception;;
Harish-Chandra isomorphisms for quantum algebras;Algebra over a field | Artificial intelligence | Complex system | Computer science | Mathematical physics | Mathematics | Physics | Pure mathematics | Quantum | Quantum mechanics | Theoretical physics;;
Compiling pattern matching by term decomposition;Algorithm | Artificial intelligence | Biology | Coding (social sciences) | Computer science | Decomposition | Ecology | Matching (statistics) | Mathematics | Pattern matching | Physics | Quantum mechanics | Statistics | Term (time) | Theoretical computer science;Algebra and Number Theory | Algorithm | Coding (social sciences) | Computational Mathematics | Computer science | Match algorithm | Mathematics | Pattern matching | Present method | Theoretical computer science;Openaire: algorithm - Openalex: algorithm | Openaire: match algorithm - Openalex: algorithm | Openaire: coding (social sciences) - Openalex: coding (social sciences) | Openaire: computer science - Openalex: computer science | Openaire: theoretical computer science - Openalex: computer science | Openaire: pattern matching - Openalex: matching (statistics) | Openaire: computational mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: pattern matching - Openalex: pattern matching | Openaire: computer science - Openalex: theoretical computer science | Openaire: theoretical computer science - Openalex: theoretical computer science
On ranges of polynomials in finite matrix rings;Algorithm | Annotation | Artificial intelligence | Computer science;Alternating polynomial | Applied Mathematics | Combinatorics | Degree of a polynomial | General Mathematics | Irreducible polynomial | Mathematics | Matrix polynomial | Minimal polynomial (field theory) | Monic polynomial | Reciprocal polynomial | Square-free polynomial;
To parse or not to parse;Artificial intelligence | Computer science | Natural language processing | Parsing;Artificial intelligence | Bottom-up parsing | Computer science | L-attributed grammar | Natural language processing | Parser combinator | Parsing | Parsing expression grammar | S-attributed grammar | Top-down parsing | Top-down parsing language | business | business.industry | computer | computer.software_genre;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: computer science - Openalex: computer science | Openaire: computer - Openalex: computer science | Openaire: natural language processing - Openalex: natural language processing | Openaire: top-down parsing language - Openalex: natural language processing | Openaire: bottom-up parsing - Openalex: parsing | Openaire: parsing - Openalex: parsing | Openaire: parsing expression grammar - Openalex: parsing | Openaire: top-down parsing - Openalex: parsing | Openaire: top-down parsing language - Openalex: parsing
Problem solving by reference to rules or previous episodes: The effects of organized training, analogical models, and subsequent complexity of experience;Analogical reasoning | Analogy | Artificial intelligence | Cognitive psychology | Computer science | Encoding (memory) | Engineering | Epistemology | Linguistics | Machine learning | Mechanical engineering | Meteorology | Pencil (optics) | Philosophy | Physics | Psychology | Simple (philosophy) | Training (meteorology);Adolescent | Adult | Analogical models | Artificial intelligence | Arts and Humanities (miscellaneous) | Attention | Coding (social sciences) | Cognition | Cognitive science | Concept Formation | Experimental and Cognitive Psychology | Female | Humans | Information processing | Logic | Male | Memory | Mental Recall | Microcomputer | Microcomputers | Middle Aged | Natural language processing | Neuropsychology and Physiological Psychology | Practice trial | Problem Solving | Procedural knowledge | Psychology | Retention, Psychology | Software | Software package | business | business.industry | computer | computer.software_genre;Openaire: analogical models - Openalex: analogical reasoning | Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: cognitive science - Openalex: cognitive psychology | Openaire: experimental and cognitive psychology - Openalex: cognitive psychology | Openaire: neuropsychology and physiological psychology - Openalex: cognitive psychology | Openaire: psychology - Openalex: cognitive psychology | Openaire: retention, psychology - Openalex: cognitive psychology | Openaire: cognitive science - Openalex: computer science | Openaire: computer - Openalex: computer science | Openaire: experimental and cognitive psychology - Openalex: psychology | Openaire: neuropsychology and physiological psychology - Openalex: psychology | Openaire: psychology - Openalex: psychology | Openaire: retention, psychology - Openalex: psychology
Brain-stem auditory-evoked reponses elicited by maximum length sequences: Effect of simultaneous masking noise;Acoustics | Amplitude | Art | Artificial intelligence | Computer science | Cutoff | Cutoff frequency | Detector | Image (mathematics) | Latency (audio) | Masking (illustration) | Mathematics | Noise (video) | Nuclear magnetic resonance | Optics | Physics | Pulse (music) | Pulse sequence | Quantum mechanics | Telecommunications | Visual arts;;
Bridge and Roadway Frost. Occurrence and Prediction by Use of an Expert System;Artificial intelligence | Bridge (graph theory) | Computer science | Environmental science | Expert system | Frost (temperature) | Geography | Internal medicine | Medicine | Meteorology;Atmospheric Science | Bridge (nautical) | Environmental science | Expert system | Frost | Highway maintenance | Meteorology | computer | computer.software_genre;Openaire: bridge (nautical) - Openalex: bridge (graph theory) | Openaire: atmospheric science - Openalex: computer science | Openaire: environmental science - Openalex: computer science | Openaire: computer - Openalex: computer science | Openaire: atmospheric science - Openalex: environmental science | Openaire: environmental science - Openalex: environmental science | Openaire: expert system - Openalex: expert system | Openaire: frost - Openalex: frost (temperature) | Openaire: meteorology - Openalex: meteorology
A variable observation time method for testing delay faults;Actuator | Algorithm | Artificial intelligence | Benchmark (surveying) | Computer science | Control (management) | Control theory (sociology) | Electrical engineering | Electronic circuit | Electronic engineering | Engineering | Fault (geology) | Fault coverage | Fault detection and isolation | Geodesy | Geography | Geology | Mathematical analysis | Mathematics | Radar | Real-time computing | Seismology | Telecommunications | Variable (mathematics) | Waveform;Algorithm | Benchmark (computing) | Circuit under test | Detection threshold | Electronic circuit | Engineering | Fault detection and isolation | Observation time | Probability distribution | Real-time computing | Variable (computer science) | business | business.industry;Openaire: algorithm - Openalex: algorithm | Openaire: benchmark (computing) - Openalex: benchmark (surveying) | Openaire: engineering - Openalex: electrical engineering | Openaire: circuit under test - Openalex: electronic circuit | Openaire: electronic circuit - Openalex: electronic circuit | Openaire: electronic circuit - Openalex: electronic engineering | Openaire: engineering - Openalex: electronic engineering | Openaire: engineering - Openalex: engineering | Openaire: fault detection and isolation - Openalex: fault (geology) | Openaire: fault detection and isolation - Openalex: fault coverage | Openaire: detection threshold - Openalex: fault detection and isolation | Openaire: fault detection and isolation - Openalex: fault detection and isolation | Openaire: real-time computing - Openalex: real-time computing | Openaire: variable (computer science) - Openalex: variable (mathematics)
Breeding value prediction with maternal genetic groups;Additive model | Applied mathematics | Arithmetic | Artificial intelligence | Biology | Chemistry | Chromatography | Combinatorics | Computer science | Gene | Genetics | Geometry | Group (periodic table) | Inverse | Maternal effect | Mathematics | Matrix (chemical analysis) | Offspring | Organic chemistry | Pregnancy | Selection (genetic algorithm) | Statistics | Transformation (genetics) | Value (mathematics);Animal Science and Zoology | Animals | Basis (linear algebra) | Breeding | Coefficient matrix | Female | Food Science | General Medicine | Genetics | Genetics | Genotype | Group (mathematics) | Maternal effect | Mathematics | Mathematics | Matrix (mathematics) | Models, Genetic | Mothers | Selection (genetic algorithm) | Statistics | Swine | Transformation (function) | Value (computer science);Openaire: mathematics - Openalex: applied mathematics | Openaire: animal science and zoology - Openalex: computer science | Openaire: food science - Openalex: computer science | Openaire: genetics - Openalex: genetics | Openaire: group (mathematics) - Openalex: group (periodic table) | Openaire: maternal effect - Openalex: maternal effect | Openaire: mathematics - Openalex: mathematics | Openaire: coefficient matrix - Openalex: matrix (chemical analysis) | Openaire: matrix (mathematics) - Openalex: matrix (chemical analysis) | Openaire: selection (genetic algorithm) - Openalex: selection (genetic algorithm) | Openaire: statistics - Openalex: statistics | Openaire: transformation (function) - Openalex: transformation (genetics) | Openaire: group (mathematics) - Openalex: value (mathematics) | Openaire: matrix (mathematics) - Openalex: value (mathematics) | Openaire: value (computer science) - Openalex: value (mathematics)
Structure and intonation in spoken language understanding;Affix grammar | Artificial intelligence | Combinatory categorial grammar | Computer science | Focus (optics) | Grammar | Information structure | Intonation (linguistics) | Linguistics | Link grammar | Molecular physics | Natural language processing | Optics | Philosophy | Physics | Presupposition | Surface structure | Syntactic structure | Syntax;Categorial grammar | Computer science | Discourse marker | Focus (linguistics) | Grammar | Information structure | Linguistics | Presupposition | Semantic role labeling | Speech segmentation | Spoken language | Syntax | media_common | media_common.quotation_subject;Openaire: categorial grammar - Openalex: affix grammar | Openaire: grammar - Openalex: affix grammar | Openaire: categorial grammar - Openalex: combinatory categorial grammar | Openaire: grammar - Openalex: combinatory categorial grammar | Openaire: computer science - Openalex: computer science | Openaire: focus (linguistics) - Openalex: focus (optics) | Openaire: categorial grammar - Openalex: grammar | Openaire: grammar - Openalex: grammar | Openaire: information structure - Openalex: information structure | Openaire: focus (linguistics) - Openalex: intonation (linguistics) | Openaire: linguistics - Openalex: linguistics | Openaire: categorial grammar - Openalex: link grammar | Openaire: grammar - Openalex: link grammar | Openaire: spoken language - Openalex: natural language processing | Openaire: presupposition - Openalex: presupposition | Openaire: information structure - Openalex: surface structure | Openaire: information structure - Openalex: syntactic structure | Openaire: syntax - Openalex: syntax
