Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
social connectedness,OpenAIRE,social connectedness,OpenAlex,1.0,11,17,9,0.4736842105263157
social connectedness,OpenAlex,social connectedness,OpenAIRE,1.0,17,11,9,0.4736842105263157
institutional theory,OpenAIRE,institutional theory,OpenAlex,1.0,24,25,15,0.4411764705882353
institutional theory,OpenAlex,institutional theory,OpenAIRE,1.0,25,24,15,0.4411764705882353
waveform,OpenAIRE,waveform,OpenAlex,1.0,42,52,31,0.492063492063492
capacitor,OpenAlex,capacitor,OpenAIRE,1.0,28,18,14,0.4375
willingness to pay,OpenAIRE,willingness to pay,OpenAlex,1.0,8,8,5,0.4545454545454545
willingness to pay,OpenAlex,willingness to pay,OpenAIRE,1.0,8,8,5,0.4545454545454545
speculation,OpenAlex,speculation,OpenAIRE,1.0,10,8,6,0.5
symbiosis,OpenAIRE,symbiosis,OpenAlex,1.0,9,4,4,0.4444444444444444
observational study,OpenAIRE,observational study,OpenAlex,1.0,49,58,35,0.4861111111111111
socioeconomic status,OpenAIRE,socioeconomic status,OpenAlex,1.0,42,36,26,0.5
psychological intervention,OpenAlex,psychological intervention,OpenAIRE,1.0,137,93,75,0.4838709677419355
socioeconomic status,OpenAlex,socioeconomic status,OpenAIRE,1.0,36,42,26,0.5
observational study,OpenAlex,observational study,OpenAIRE,1.0,58,49,35,0.4861111111111111
osteoarthritis,OpenAIRE,osteoarthritis,OpenAlex,1.0,7,7,5,0.5555555555555556
codebook,OpenAIRE,codebook,OpenAlex,1.0,15,13,10,0.5555555555555556
linde–buzo–gray algorithm,OpenAIRE,linde–buzo–gray algorithm,OpenAlex,1.0,8,6,5,0.5555555555555556
linde–buzo–gray algorithm,OpenAlex,linde–buzo–gray algorithm,OpenAIRE,1.0,6,8,5,0.5555555555555556
codebook,OpenAlex,codebook,OpenAIRE,1.0,13,15,10,0.5555555555555556
subpixel rendering,OpenAIRE,subpixel rendering,OpenAlex,1.0,24,23,19,0.6785714285714286
subpixel rendering,OpenAlex,subpixel rendering,OpenAIRE,1.0,23,24,19,0.6785714285714286
saccadic masking,OpenAlex,saccadic masking,OpenAIRE,1.0,32,26,23,0.6571428571428571
proportional hazards model,OpenAlex,proportional hazards model,OpenAIRE,1.0,16,16,10,0.4545454545454545
proxy (statistics),OpenAIRE,proxy (statistics),OpenAlex,1.0,10,15,8,0.4705882352941176
nanomaterials,OpenAlex,nanomaterials,OpenAIRE,1.0,9,11,7,0.5384615384615384
terminology,OpenAIRE,terminology,OpenAlex,1.0,59,80,51,0.5795454545454546
confounding,OpenAIRE,confounding,OpenAlex,1.0,30,42,23,0.4693877551020408
confounding,OpenAlex,confounding,OpenAIRE,1.0,42,30,23,0.4693877551020408
2019-20 coronavirus outbreak,OpenAlex,2019-20 coronavirus outbreak,OpenAIRE,1.0,16,11,8,0.4210526315789473
open innovation,OpenAlex,open innovation,OpenAIRE,1.0,6,5,4,0.5714285714285714
diversification (marketing strategy),OpenAIRE,diversification (marketing strategy),OpenAlex,1.0,17,28,14,0.4516129032258064
diversification (marketing strategy),OpenAlex,diversification (marketing strategy),OpenAIRE,1.0,28,17,14,0.4516129032258064
loyalty,OpenAIRE,loyalty,OpenAlex,1.0,21,29,16,0.4705882352941176
loyalty,OpenAlex,loyalty,OpenAIRE,1.0,29,21,16,0.4705882352941176
social movement,OpenAlex,social movement,OpenAIRE,1.0,13,18,10,0.4761904761904761
metropolis–hastings algorithm,OpenAIRE,metropolis–hastings algorithm,OpenAlex,1.0,12,10,7,0.4666666666666667
theory of planned behavior,OpenAIRE,theory of planned behavior,OpenAlex,1.0,60,74,57,0.7402597402597403
teamwork,OpenAlex,teamwork,OpenAIRE,1.0,13,22,11,0.4583333333333333
psychological contract,OpenAlex,psychological contract,OpenAIRE,1.0,7,5,4,0.5
temporal difference learning,OpenAIRE,temporal difference learning,OpenAlex,1.0,9,8,5,0.4166666666666667
dynamic programming,OpenAIRE,dynamic programming,OpenAlex,1.0,54,48,30,0.4166666666666667
markov decision process,OpenAlex,markov decision process,OpenAIRE,1.0,22,18,12,0.4285714285714285
temporal difference learning,OpenAlex,temporal difference learning,OpenAIRE,1.0,8,9,5,0.4166666666666667
brightness,OpenAIRE,brightness,OpenAlex,1.0,26,26,18,0.5294117647058824
snow,OpenAIRE,snow,OpenAlex,1.0,6,9,6,0.6666666666666666
brightness,OpenAlex,brightness,OpenAIRE,1.0,26,26,18,0.5294117647058824
active appearance model,OpenAlex,active appearance model,OpenAIRE,1.0,23,25,14,0.4117647058823529
vision for perception and vision for action,OpenAIRE,vision for perception and vision for action,OpenAlex,1.0,6,6,4,0.5
mathematical morphology,OpenAIRE,mathematical morphology,OpenAlex,1.0,19,14,11,0.5
eccentricity (behavior),OpenAlex,eccentricity (behavior),OpenAIRE,1.0,9,6,5,0.5
imputation (statistics),OpenAlex,imputation (statistics),OpenAIRE,1.0,18,13,12,0.631578947368421
cosine similarity,OpenAIRE,cosine similarity,OpenAlex,1.0,9,9,7,0.6363636363636364
cosine similarity,OpenAlex,cosine similarity,OpenAIRE,1.0,9,9,7,0.6363636363636364
edge-preserving smoothing,OpenAIRE,edge-preserving smoothing,OpenAlex,1.0,8,7,6,0.6666666666666666
halo,OpenAIRE,halo,OpenAlex,1.0,6,8,6,0.75
edge-preserving smoothing,OpenAlex,edge-preserving smoothing,OpenAIRE,1.0,7,8,6,0.6666666666666666
halo,OpenAlex,halo,OpenAIRE,1.0,8,6,6,0.75
synchronization networks,OpenAIRE,synchronization networks,OpenAlex,1.0,19,24,15,0.5357142857142857
synchronization networks,OpenAlex,synchronization networks,OpenAIRE,1.0,24,19,15,0.5357142857142857
soft robotics,OpenAIRE,soft robotics,OpenAlex,1.0,36,44,32,0.6666666666666666
soft robotics,OpenAlex,soft robotics,OpenAIRE,1.0,44,36,32,0.6666666666666666
self-healing hydrogels,OpenAlex,self-healing hydrogels,OpenAIRE,1.0,14,9,7,0.4375
empowerment,OpenAIRE,empowerment,OpenAlex,1.0,13,16,10,0.5263157894736842
pareto principle,OpenAIRE,pareto principle,OpenAlex,1.0,19,26,14,0.4516129032258064
pareto principle,OpenAlex,pareto principle,OpenAIRE,1.0,26,19,14,0.4516129032258064
restructuring,OpenAIRE,restructuring,OpenAlex,1.0,10,17,8,0.4210526315789473
smart grid,OpenAlex,smart grid,OpenAIRE,1.0,30,32,18,0.4090909090909091
aggression,OpenAIRE,aggression,OpenAlex,1.0,31,22,18,0.5142857142857142
kin selection,OpenAlex,kin selection,OpenAIRE,1.0,35,29,24,0.6
anomaly-based intrusion detection system,OpenAIRE,anomaly-based intrusion detection system,OpenAlex,1.0,18,15,11,0.5
anomaly-based intrusion detection system,OpenAlex,anomaly-based intrusion detection system,OpenAIRE,1.0,15,18,11,0.5
integrator,OpenAIRE,integrator,OpenAlex,1.0,17,21,16,0.7272727272727273
rprop,OpenAlex,rprop,OpenAIRE,1.0,7,10,5,0.4166666666666667
herbivore,OpenAIRE,herbivore,OpenAlex,1.0,13,14,8,0.4210526315789473
herbivore,OpenAlex,herbivore,OpenAIRE,1.0,14,13,8,0.4210526315789473
speech enhancement,OpenAlex,speech enhancement,OpenAIRE,1.0,28,33,26,0.7428571428571429
lisrel,OpenAIRE,lisrel,OpenAlex,1.0,17,18,12,0.5217391304347826
lisrel,OpenAlex,lisrel,OpenAIRE,1.0,18,17,12,0.5217391304347826
background subtraction,OpenAIRE,background subtraction,OpenAlex,1.0,24,24,20,0.7142857142857143
foreground detection,OpenAIRE,foreground detection,OpenAlex,1.0,6,9,5,0.5
background subtraction,OpenAlex,background subtraction,OpenAIRE,1.0,24,24,20,0.7142857142857143
foreground detection,OpenAlex,foreground detection,OpenAIRE,1.0,9,6,5,0.5
antibiotic resistance,OpenAIRE,antibiotic resistance,OpenAlex,1.0,10,12,8,0.5714285714285714
antibiotics,OpenAIRE,antibiotics,OpenAlex,1.0,11,16,9,0.5
antibiotics,OpenAlex,antibiotics,OpenAIRE,1.0,16,11,9,0.5
antibiotic resistance,OpenAlex,antibiotic resistance,OpenAIRE,1.0,12,10,8,0.5714285714285714
disgust,OpenAIRE,disgust,OpenAlex,1.0,8,8,7,0.7777777777777778
anger,OpenAIRE,anger,OpenAlex,1.0,21,29,16,0.4705882352941176
disgust,OpenAlex,disgust,OpenAIRE,1.0,8,8,7,0.7777777777777778
microblogging,OpenAIRE,microblogging,OpenAlex,1.0,16,22,15,0.6521739130434783
microblogging,OpenAlex,microblogging,OpenAIRE,1.0,22,16,15,0.6521739130434783
multiple comparisons problem,OpenAIRE,multiple comparisons problem,OpenAlex,1.0,35,42,23,0.4259259259259259
false discovery rate,OpenAlex,false discovery rate,OpenAIRE,1.0,37,25,20,0.4761904761904761
utterance,OpenAIRE,utterance,OpenAlex,1.0,22,28,19,0.6129032258064516
utterance,OpenAlex,utterance,OpenAIRE,1.0,28,22,19,0.6129032258064516
metacognition,OpenAIRE,metacognition,OpenAlex,1.0,24,22,15,0.4838709677419355
metacognition,OpenAlex,metacognition,OpenAIRE,1.0,22,24,15,0.4838709677419355
radiocarbon dating,OpenAIRE,radiocarbon dating,OpenAlex,1.0,6,7,6,0.8571428571428571
radiocarbon dating,OpenAlex,radiocarbon dating,OpenAIRE,1.0,7,6,6,0.8571428571428571
bistability,OpenAIRE,bistability,OpenAlex,1.0,14,18,12,0.6
gabor wavelet,OpenAIRE,gabor wavelet,OpenAlex,1.0,27,23,17,0.5151515151515151
facial action coding system,OpenAIRE,facial action coding system,OpenAlex,1.0,13,13,9,0.5294117647058824
gabor wavelet,OpenAlex,gabor wavelet,OpenAIRE,1.0,23,27,17,0.5151515151515151
fault detection and isolation,OpenAIRE,fault detection and isolation,OpenAlex,1.0,60,58,42,0.5526315789473685
fault detection and isolation,OpenAlex,fault detection and isolation,OpenAIRE,1.0,58,60,42,0.5526315789473685
vector control,OpenAIRE,vector control,OpenAlex,1.0,18,19,13,0.5416666666666666
direct torque control,OpenAIRE,direct torque control,OpenAlex,1.0,14,14,10,0.5555555555555556
vector control,OpenAlex,vector control,OpenAIRE,1.0,19,18,13,0.5416666666666666
direct torque control,OpenAlex,direct torque control,OpenAIRE,1.0,14,14,10,0.5555555555555556
morphometrics,OpenAIRE,morphometrics,OpenAlex,1.0,6,7,4,0.4444444444444444
morphometrics,OpenAlex,morphometrics,OpenAIRE,1.0,7,6,4,0.4444444444444444
organism,OpenAlex,organism,OpenAIRE,1.0,39,29,23,0.5111111111111111
imaging spectroscopy,OpenAlex,imaging spectroscopy,OpenAIRE,1.0,7,5,4,0.5
gyroscope,OpenAIRE,gyroscope,OpenAlex,1.0,9,13,7,0.4666666666666667
attitude control,OpenAlex,attitude control,OpenAIRE,1.0,22,23,14,0.4516129032258064
sign language,OpenAlex,sign language,OpenAIRE,1.0,6,8,5,0.5555555555555556
protein data bank,OpenAIRE,protein data bank,OpenAlex,1.0,14,12,11,0.7333333333333333
protein data bank,OpenAlex,protein data bank,OpenAIRE,1.0,12,14,11,0.7333333333333333
zoom,OpenAlex,zoom,OpenAIRE,1.0,6,6,4,0.5
concordance,OpenAIRE,concordance,OpenAlex,1.0,6,13,6,0.4615384615384615
concordance,OpenAlex,concordance,OpenAIRE,1.0,13,6,6,0.4615384615384615
teamwork,OpenAIRE,teamwork,OpenAlex,1.0,22,13,11,0.4583333333333333
team effectiveness,OpenAIRE,team effectiveness,OpenAlex,1.0,17,18,11,0.4583333333333333
team composition,OpenAIRE,team composition,OpenAlex,1.0,16,13,9,0.45
team composition,OpenAlex,team composition,OpenAIRE,1.0,13,16,9,0.45
team effectiveness,OpenAlex,team effectiveness,OpenAIRE,1.0,18,17,11,0.4583333333333333
radial basis function,OpenAIRE,radial basis function,OpenAlex,1.0,51,41,36,0.6428571428571429
radial basis function,OpenAlex,radial basis function,OpenAIRE,1.0,41,51,36,0.6428571428571429
proxy (statistics),OpenAlex,proxy (statistics),OpenAIRE,1.0,15,10,8,0.4705882352941176
steganography tools,OpenAIRE,steganography tools,OpenAlex,1.0,7,6,4,0.4444444444444444
digital watermarking alliance,OpenAIRE,digital watermarking alliance,OpenAlex,1.0,7,8,5,0.5
steganography tools,OpenAlex,steganography tools,OpenAIRE,1.0,6,7,4,0.4444444444444444
vision for perception and vision for action,OpenAlex,vision for perception and vision for action,OpenAIRE,1.0,6,6,4,0.5
complex adaptive system,OpenAIRE,complex adaptive system,OpenAlex,1.0,15,30,13,0.40625
edge of chaos,OpenAIRE,edge of chaos,OpenAlex,1.0,8,11,6,0.4615384615384615
edge of chaos,OpenAlex,edge of chaos,OpenAIRE,1.0,11,8,6,0.4615384615384615
complex adaptive system,OpenAlex,complex adaptive system,OpenAIRE,1.0,30,15,13,0.40625
local field potential,OpenAlex,local field potential,OpenAIRE,1.0,14,15,9,0.45
local binary patterns,OpenAIRE,local binary patterns,OpenAlex,1.0,18,15,12,0.5714285714285714
local binary patterns,OpenAlex,local binary patterns,OpenAIRE,1.0,15,18,12,0.5714285714285714
ellipse,OpenAlex,ellipse,OpenAIRE,1.0,12,12,9,0.6
workflow,OpenAIRE,workflow,OpenAlex,1.0,35,45,30,0.6
cheminformatics,OpenAIRE,cheminformatics,OpenAlex,1.0,18,13,9,0.4090909090909091
applicability domain,OpenAIRE,applicability domain,OpenAlex,1.0,9,8,7,0.7
workflow,OpenAlex,workflow,OpenAIRE,1.0,45,35,30,0.6
applicability domain,OpenAlex,applicability domain,OpenAIRE,1.0,8,9,7,0.7
generalized linear mixed model,OpenAIRE,generalized linear mixed model,OpenAlex,1.0,16,8,8,0.5
generalized linear mixed model,OpenAlex,generalized linear mixed model,OpenAIRE,1.0,8,16,8,0.5
fisher kernel,OpenAIRE,fisher kernel,OpenAlex,1.0,8,7,7,0.875
fisher kernel,OpenAlex,fisher kernel,OpenAIRE,1.0,7,8,7,0.875
online participation,OpenAIRE,online participation,OpenAlex,1.0,6,6,4,0.5
online participation,OpenAlex,online participation,OpenAIRE,1.0,6,6,4,0.5
procrustes analysis,OpenAIRE,procrustes analysis,OpenAlex,1.0,7,10,5,0.4166666666666667
point distribution model,OpenAIRE,point distribution model,OpenAlex,1.0,6,4,4,0.6666666666666666
procrustes analysis,OpenAlex,procrustes analysis,OpenAIRE,1.0,10,7,5,0.4166666666666667
attractiveness,OpenAlex,attractiveness,OpenAIRE,1.0,26,14,13,0.4814814814814814
workspace,OpenAIRE,workspace,OpenAlex,1.0,27,38,26,0.6666666666666666
workspace,OpenAlex,workspace,OpenAIRE,1.0,38,27,26,0.6666666666666666
fingerprint (computing),OpenAlex,fingerprint (computing),OpenAIRE,1.0,33,26,21,0.5526315789473685
channel state information,OpenAlex,channel state information,OpenAIRE,1.0,19,15,12,0.5454545454545454
mobile phone,OpenAIRE,mobile phone,OpenAlex,1.0,18,20,12,0.4615384615384615
mobile phone,OpenAlex,mobile phone,OpenAIRE,1.0,20,18,12,0.4615384615384615
denial-of-service attack,OpenAIRE,denial-of-service attack,OpenAlex,1.0,9,8,7,0.7
precision agriculture,OpenAIRE,precision agriculture,OpenAlex,1.0,19,16,11,0.4583333333333333
livestock,OpenAIRE,livestock,OpenAlex,1.0,7,5,4,0.5
jpeg,OpenAIRE,jpeg,OpenAlex,1.0,24,21,14,0.4516129032258064
jpeg,OpenAlex,jpeg,OpenAIRE,1.0,21,24,14,0.4516129032258064
sparse approximation,OpenAlex,sparse approximation,OpenAIRE,1.0,63,71,44,0.4888888888888889
algebraic riccati equation,OpenAIRE,algebraic riccati equation,OpenAlex,1.0,7,9,5,0.4545454545454545
riccati equation,OpenAIRE,riccati equation,OpenAlex,1.0,11,13,9,0.6
riccati equation,OpenAlex,riccati equation,OpenAIRE,1.0,13,11,9,0.6
algebraic riccati equation,OpenAlex,algebraic riccati equation,OpenAIRE,1.0,9,7,5,0.4545454545454545
stationary wavelet transform,OpenAIRE,stationary wavelet transform,OpenAlex,1.0,35,33,23,0.5111111111111111
social movement,OpenAIRE,social movement,OpenAlex,1.0,18,13,10,0.4761904761904761
collinearity,OpenAlex,collinearity,OpenAIRE,1.0,10,9,8,0.7272727272727273
systems thinking,OpenAIRE,systems thinking,OpenAlex,1.0,24,27,19,0.59375
systems thinking,OpenAlex,systems thinking,OpenAIRE,1.0,27,24,19,0.59375
diabetic retinopathy,OpenAlex,diabetic retinopathy,OpenAIRE,1.0,17,21,15,0.6521739130434783
optic disc,OpenAlex,optic disc,OpenAIRE,1.0,10,9,6,0.4615384615384615
orthography,OpenAIRE,orthography,OpenAlex,1.0,20,14,12,0.5454545454545454
numeral system,OpenAlex,numeral system,OpenAIRE,1.0,16,12,10,0.5555555555555556
outgroup,OpenAlex,outgroup,OpenAIRE,1.0,7,9,7,0.7777777777777778
servomechanism,OpenAIRE,servomechanism,OpenAlex,1.0,13,16,10,0.5263157894736842
servomechanism,OpenAlex,servomechanism,OpenAIRE,1.0,16,13,10,0.5263157894736842
scoring rule,OpenAlex,scoring rule,OpenAIRE,1.0,8,5,4,0.4444444444444444
business process management,OpenAIRE,business process management,OpenAlex,1.0,8,6,5,0.5555555555555556
business process modeling,OpenAIRE,business process modeling,OpenAlex,1.0,11,14,8,0.4705882352941176
process mining,OpenAlex,process mining,OpenAIRE,1.0,6,5,4,0.5714285714285714
business process management,OpenAlex,business process management,OpenAIRE,1.0,6,8,5,0.5555555555555556
relevance feedback,OpenAIRE,relevance feedback,OpenAlex,1.0,15,16,9,0.4090909090909091
transformative learning,OpenAIRE,transformative learning,OpenAlex,1.0,15,27,13,0.4482758620689655
typology,OpenAIRE,typology,OpenAlex,1.0,37,58,29,0.4393939393939394
transformative learning,OpenAlex,transformative learning,OpenAIRE,1.0,27,15,13,0.4482758620689655
curriculum,OpenAIRE,curriculum,OpenAlex,1.0,52,54,35,0.4929577464788732
mood,OpenAIRE,mood,OpenAlex,1.0,25,38,20,0.4651162790697674
inverted pendulum,OpenAIRE,inverted pendulum,OpenAlex,1.0,19,25,19,0.76
markov random field,OpenAIRE,markov random field,OpenAlex,1.0,34,40,30,0.6818181818181818
ambidexterity,OpenAIRE,ambidexterity,OpenAlex,1.0,11,11,10,0.8333333333333334
ambidexterity,OpenAlex,ambidexterity,OpenAIRE,1.0,11,11,10,0.8333333333333334
pid controller,OpenAIRE,pid controller,OpenAlex,1.0,41,37,29,0.5918367346938775
orthography,OpenAlex,orthography,OpenAIRE,1.0,14,20,12,0.5454545454545454
sociotechnical system,OpenAIRE,sociotechnical system,OpenAlex,1.0,10,13,9,0.6428571428571429
sociotechnical system,OpenAlex,sociotechnical system,OpenAIRE,1.0,13,10,9,0.6428571428571429
stride,OpenAlex,stride,OpenAIRE,1.0,8,4,4,0.5
digital image correlation,OpenAIRE,digital image correlation,OpenAlex,1.0,12,11,9,0.6428571428571429
digital image correlation,OpenAlex,digital image correlation,OpenAIRE,1.0,11,12,9,0.6428571428571429
speckle noise,OpenAlex,speckle noise,OpenAIRE,1.0,19,20,16,0.6956521739130435
voronoi diagram,OpenAIRE,voronoi diagram,OpenAlex,1.0,13,11,9,0.6
voronoi diagram,OpenAlex,voronoi diagram,OpenAIRE,1.0,11,13,9,0.6
toolbox,OpenAlex,toolbox,OpenAIRE,1.0,54,31,27,0.4655172413793103
constant false alarm rate,OpenAIRE,constant false alarm rate,OpenAlex,1.0,17,17,11,0.4782608695652174
false alarm,OpenAlex,false alarm,OpenAIRE,1.0,23,15,11,0.4074074074074074
belief propagation,OpenAIRE,belief propagation,OpenAlex,1.0,23,20,13,0.4333333333333333
semidefinite programming,OpenAIRE,semidefinite programming,OpenAlex,1.0,10,11,7,0.5
semidefinite programming,OpenAlex,semidefinite programming,OpenAIRE,1.0,11,10,7,0.5
coreference,OpenAlex,coreference,OpenAIRE,1.0,17,15,13,0.6842105263157895
reservoir computing,OpenAlex,reservoir computing,OpenAIRE,1.0,17,16,14,0.7368421052631579
markov decision process,OpenAIRE,markov decision process,OpenAlex,1.0,18,22,12,0.4285714285714285
dynamic programming,OpenAlex,dynamic programming,OpenAIRE,1.0,48,54,30,0.4166666666666667
biopsychosocial model,OpenAIRE,biopsychosocial model,OpenAlex,1.0,6,10,6,0.6
multidimensional scaling,OpenAIRE,multidimensional scaling,OpenAlex,1.0,31,30,18,0.4186046511627907
multidimensional scaling,OpenAlex,multidimensional scaling,OpenAIRE,1.0,30,31,18,0.4186046511627907
fluency,OpenAIRE,fluency,OpenAlex,1.0,17,25,16,0.6153846153846154
fluency,OpenAlex,fluency,OpenAIRE,1.0,25,17,16,0.6153846153846154
association rule learning,OpenAIRE,association rule learning,OpenAlex,1.0,22,24,15,0.4838709677419355
association rule learning,OpenAlex,association rule learning,OpenAIRE,1.0,24,22,15,0.4838709677419355
anterior cingulate cortex,OpenAlex,anterior cingulate cortex,OpenAIRE,1.0,40,31,25,0.5434782608695652
surprise,OpenAlex,surprise,OpenAIRE,1.0,18,18,12,0.5
crystal twinning,OpenAIRE,crystal twinning,OpenAlex,1.0,8,7,6,0.6666666666666666
strain rate,OpenAIRE,strain rate,OpenAlex,1.0,7,7,6,0.75
strain rate,OpenAlex,strain rate,OpenAIRE,1.0,7,7,6,0.75
crystal twinning,OpenAlex,crystal twinning,OpenAIRE,1.0,7,8,6,0.6666666666666666
multilevel model,OpenAIRE,multilevel model,OpenAlex,1.0,38,54,27,0.4153846153846154
multilevel model,OpenAlex,multilevel model,OpenAIRE,1.0,54,38,27,0.4153846153846154
headway,OpenAlex,headway,OpenAIRE,1.0,6,3,3,0.5
python (programming language),OpenAIRE,python (programming language),OpenAlex,1.0,34,48,32,0.64
spiking neural network,OpenAlex,spiking neural network,OpenAIRE,1.0,25,23,17,0.5483870967741935
python (programming language),OpenAlex,python (programming language),OpenAIRE,1.0,48,34,32,0.64
landslide,OpenAIRE,landslide,OpenAlex,1.0,20,24,20,0.8333333333333334
solver,OpenAlex,solver,OpenAIRE,1.0,35,19,16,0.4210526315789473
anger,OpenAlex,anger,OpenAIRE,1.0,29,21,16,0.4705882352941176
bioconductor,OpenAIRE,bioconductor,OpenAlex,1.0,14,17,13,0.7222222222222222
bioconductor,OpenAlex,bioconductor,OpenAIRE,1.0,17,14,13,0.7222222222222222
hippocampal formation,OpenAIRE,hippocampal formation,OpenAlex,1.0,25,43,20,0.4166666666666667
place cell,OpenAIRE,place cell,OpenAlex,1.0,12,8,6,0.4285714285714285
place cell,OpenAlex,place cell,OpenAIRE,1.0,8,12,6,0.4285714285714285
scada,OpenAIRE,scada,OpenAlex,1.0,8,5,5,0.625
nonparametric statistics,OpenAlex,nonparametric statistics,OpenAIRE,1.0,123,74,57,0.4071428571428571
piecewise,OpenAIRE,piecewise,OpenAlex,1.0,38,59,29,0.4264705882352941
sensemaking,OpenAIRE,sensemaking,OpenAlex,1.0,16,18,14,0.7
sensemaking,OpenAlex,sensemaking,OpenAIRE,1.0,18,16,14,0.7
narcissism,OpenAIRE,narcissism,OpenAlex,1.0,6,5,5,0.8333333333333334
personality disorders,OpenAIRE,personality disorders,OpenAlex,1.0,16,7,7,0.4375
recreation,OpenAlex,recreation,OpenAIRE,1.0,7,11,6,0.5
psychosocial,OpenAIRE,psychosocial,OpenAlex,1.0,24,34,17,0.4146341463414634
psychosocial,OpenAlex,psychosocial,OpenAIRE,1.0,34,24,17,0.4146341463414634
dividend,OpenAlex,dividend,OpenAIRE,1.0,6,3,3,0.5
loss of heterozygosity,OpenAIRE,loss of heterozygosity,OpenAlex,1.0,8,7,5,0.5
electrophoresis,OpenAlex,electrophoresis,OpenAIRE,1.0,9,10,6,0.4615384615384615
binary relation,OpenAIRE,binary relation,OpenAlex,1.0,8,11,6,0.4615384615384615
binary relation,OpenAlex,binary relation,OpenAIRE,1.0,11,8,6,0.4615384615384615
fragility,OpenAIRE,fragility,OpenAlex,1.0,7,10,6,0.5454545454545454
fragility,OpenAlex,fragility,OpenAIRE,1.0,10,7,6,0.5454545454545454
stakeholder,OpenAIRE,stakeholder,OpenAlex,1.0,35,40,26,0.5306122448979592
stakeholder theory,OpenAIRE,stakeholder theory,OpenAlex,1.0,13,14,12,0.8
stakeholder,OpenAlex,stakeholder,OpenAIRE,1.0,40,35,26,0.5306122448979592
stakeholder theory,OpenAlex,stakeholder theory,OpenAIRE,1.0,14,13,12,0.8
maximum power transfer theorem,OpenAIRE,maximum power transfer theorem,OpenAlex,1.0,11,10,7,0.5
animation,OpenAIRE,animation,OpenAlex,1.0,25,36,18,0.4186046511627907
compiler,OpenAIRE,compiler,OpenAlex,1.0,18,30,15,0.4545454545454545
unified modeling language,OpenAIRE,unified modeling language,OpenAlex,1.0,7,10,6,0.5454545454545454
opinion leadership,OpenAIRE,opinion leadership,OpenAlex,1.0,7,9,5,0.4545454545454545
organizational identity,OpenAlex,organizational identity,OpenAIRE,1.0,8,11,8,0.7272727272727273
opinion leadership,OpenAlex,opinion leadership,OpenAIRE,1.0,9,7,5,0.4545454545454545
redress,OpenAIRE,redress,OpenAlex,1.0,6,10,5,0.4545454545454545
masculinity,OpenAIRE,masculinity,OpenAlex,1.0,9,8,6,0.5454545454545454
redress,OpenAlex,redress,OpenAIRE,1.0,10,6,5,0.4545454545454545
masculinity,OpenAlex,masculinity,OpenAIRE,1.0,8,9,6,0.5454545454545454
logistic regression,OpenAIRE,logistic regression,OpenAlex,1.0,74,106,58,0.4754098360655737
distress,OpenAIRE,distress,OpenAlex,1.0,16,20,11,0.44
distress,OpenAlex,distress,OpenAIRE,1.0,20,16,11,0.44
initialization,OpenAIRE,initialization,OpenAlex,1.0,50,63,39,0.527027027027027
ground truth,OpenAIRE,ground truth,OpenAlex,1.0,65,106,49,0.4016393442622951
initialization,OpenAlex,initialization,OpenAIRE,1.0,63,50,39,0.527027027027027
clustering coefficient,OpenAIRE,clustering coefficient,OpenAlex,1.0,21,29,16,0.4705882352941176
clustering coefficient,OpenAlex,clustering coefficient,OpenAIRE,1.0,29,21,16,0.4705882352941176
parallel tempering,OpenAIRE,parallel tempering,OpenAlex,1.0,8,7,6,0.6666666666666666
biomolecule,OpenAlex,biomolecule,OpenAIRE,1.0,12,11,9,0.6428571428571429
energy landscape,OpenAlex,energy landscape,OpenAIRE,1.0,8,5,4,0.4444444444444444
parallel tempering,OpenAlex,parallel tempering,OpenAIRE,1.0,7,8,6,0.6666666666666666
invisibility,OpenAIRE,invisibility,OpenAlex,1.0,12,20,11,0.5238095238095238
metamaterial,OpenAIRE,metamaterial,OpenAlex,1.0,13,18,12,0.631578947368421
invisibility,OpenAlex,invisibility,OpenAIRE,1.0,20,12,11,0.5238095238095238
metamaterial,OpenAlex,metamaterial,OpenAIRE,1.0,18,13,12,0.631578947368421
crystallite,OpenAlex,crystallite,OpenAIRE,1.0,18,13,11,0.55
crowding,OpenAlex,crowding,OpenAIRE,1.0,9,16,8,0.4705882352941176
criticality,OpenAIRE,criticality,OpenAlex,1.0,8,10,7,0.6363636363636364
criticality,OpenAlex,criticality,OpenAIRE,1.0,10,8,7,0.6363636363636364
speech enhancement,OpenAIRE,speech enhancement,OpenAlex,1.0,33,28,26,0.7428571428571429
consonant,OpenAIRE,consonant,OpenAlex,1.0,9,14,7,0.4375
quiet,OpenAIRE,quiet,OpenAlex,1.0,9,16,8,0.4705882352941176
consonant,OpenAlex,consonant,OpenAIRE,1.0,14,9,7,0.4375
quiet,OpenAlex,quiet,OpenAIRE,1.0,16,9,8,0.4705882352941176
spatial normalization,OpenAIRE,spatial normalization,OpenAlex,1.0,10,15,8,0.4705882352941176
spatial normalization,OpenAlex,spatial normalization,OpenAIRE,1.0,15,10,8,0.4705882352941176
protein secondary structure,OpenAIRE,protein secondary structure,OpenAlex,1.0,37,23,19,0.4634146341463415
mirror neuron,OpenAlex,mirror neuron,OpenAIRE,1.0,26,26,17,0.4857142857142857
